id,matches_played,goals_scored,total_yellow_cards,total_red_cards,tournaments_participated,team_id,family_name,given_name,role,matches_managed,matches_officiated,award_name
P-18379,3.0,0.0,1.0,0.0,1,T-68,Kucka,Juraj,Midfielder,,,
P-18383,5.0,0.0,1.0,0.0,1,T-62,Smolov,Fyodor,Forward,,,
P-18389,0.0,0.0,0.0,0.0,0,,Pando,Martín,Forward,,,
P-18421,0.0,0.0,0.0,0.0,0,,Petrović,Ognjen,Goalkeeper,,,
P-18444,0.0,0.0,0.0,0.0,0,,Guzmán,Nahuel,Goalkeeper,,,
P-18468,6.0,0.0,0.0,0.0,1,T-24,Bransch,Bernd,Defender,,,
P-18513,0.0,0.0,0.0,0.0,0,,Chu,Yung-kwang,Midfielder,,,
P-18523,0.0,8.0,0.0,0.0,2,,Míguez,Oscar,Forward,,,Silver Boot
P-18536,2.0,0.0,0.0,0.0,1,T-11,Kome,Daniel,Midfielder,,,
P-18539,1.0,0.0,0.0,0.0,1,T-83,Deering,Chad,Midfielder,,,
P-18562,2.0,0.0,1.0,0.0,1,T-84,Cabrera,Wilmar,Forward,,,
P-18564,2.0,0.0,0.0,0.0,1,T-84,Viña,Matías,Defender,,,
P-18572,0.0,0.0,0.0,0.0,0,,Juanele,not applicable,Forward,,,
P-18580,9.0,0.0,0.0,0.0,3,T-72,Demyanenko,Anatoliy,Defender,,,
P-18598,1.0,0.0,0.0,0.0,1,T-71,Yun,Young-sun,Defender,,,
P-18599,20.0,20.0,2.0,0.0,3,T-31,Lahm,Philipp,Defender,,,
P-18602,0.0,0.0,0.0,0.0,0,,Tayla,not applicable,Defender,,,
P-18604,2.0,0.0,0.0,0.0,1,T-68,Hološko,Filip,Forward,,,
P-18605,3.0,0.0,0.0,0.0,1,T-38,Mirzapour,Ebrahim,Goalkeeper,,,
P-18610,3.0,0.0,1.0,0.0,1,T-11,Aoudou,Ibrahim,Defender,,,
P-18615,0.0,1.0,0.0,0.0,1,,Stanciu,Constantin,Forward,,,
P-18623,1.0,0.0,0.0,0.0,1,T-06,Vande Walle,Philippe,Goalkeeper,,,
P-18628,0.0,5.0,0.0,0.0,1,,Cea,Pedro,Forward,,,Silver Boot
P-18634,5.0,20.0,0.0,0.0,1,T-83,Parlow,Cindy,Forward,,,
P-18657,1.0,0.0,0.0,0.0,1,T-22,Jensen,Daniel,Midfielder,,,
P-18665,4.0,0.0,0.0,0.0,1,T-58,Fonte,José,Defender,,,
P-18666,0.0,0.0,0.0,0.0,0,,Haas,Jeanette,Midfielder,,,
P-18672,10.0,40.0,0.0,0.0,3,T-83,Dempsey,Clint,Forward,,,
P-18674,1.0,0.0,0.0,0.0,1,T-10,Yordanov,Stoyan,Goalkeeper,,,
P-18718,5.0,5.0,0.0,0.0,1,T-72,Gavrilov,Yuri,Midfielder,,,
P-18748,0.0,0.0,0.0,0.0,0,,Hameiri,Yechiel,Goalkeeper,,,
P-18770,0.0,0.0,0.0,0.0,0,,Guarneri,Aristide,Defender,,,
P-18786,0.0,0.0,0.0,0.0,0,,Wohlfahrt,Franz,Goalkeeper,,,
P-18796,0.0,0.0,0.0,0.0,0,,Kye,Yong-sun,Goalkeeper,,,
P-18804,6.0,12.0,0.0,0.0,2,T-11,M'Boma,Patrick,Forward,,,
P-18819,0.0,0.0,0.0,0.0,0,,Hamidu,not applicable,Defender,,,
P-18830,9.0,9.0,1.0,0.0,2,T-30,Malouda,Florent,Midfielder,,,
P-18863,0.0,0.0,0.0,0.0,0,,Diagne,Raoul,Midfielder,,,
P-18873,0.0,0.0,0.0,0.0,0,,Gunn,Bryan,Goalkeeper,,,
P-18885,3.0,0.0,1.0,0.0,1,T-84,Núñez,Darwin,Forward,,,
P-18894,4.0,0.0,1.0,0.0,1,T-25,Mora,Cristian,Goalkeeper,,,
P-18898,0.0,0.0,0.0,0.0,0,,Castrejón,Francisco,Goalkeeper,,,
P-18907,4.0,0.0,1.0,0.0,1,T-22,Sisto,Pione,Forward,,,
P-18921,0.0,0.0,0.0,0.0,0,,Pasveer,Remko,Goalkeeper,,,
P-18923,7.0,7.0,1.0,0.0,2,T-22,Christensen,Andreas,Defender,,,
P-18924,0.0,0.0,0.0,0.0,0,,Kang,Deuk-soo,Midfielder,,,
P-18926,4.0,0.0,0.0,0.0,1,T-18,Marić,Silvio,Midfielder,,,
P-18927,0.0,0.0,0.0,0.0,0,,Avar,István,Forward,,,
P-18928,8.0,24.0,6.0,0.0,2,T-11,Enganamouit,Gaëlle,Forward,,,
P-18941,4.0,4.0,0.0,0.0,1,T-17,Cayasso,Juan,Midfielder,,,
P-18963,0.0,0.0,0.0,0.0,0,,Lee,Bum-young,Goalkeeper,,,
P-18967,3.0,0.0,0.0,0.0,1,T-30,Marty,Céline,Goalkeeper,,,
P-18995,12.0,48.0,4.0,0.0,2,T-53,Svensson,Tina,Defender,,,
P-19020,6.0,0.0,1.0,0.0,2,T-73,Gordillo,Rafael,Defender,,,
P-19025,6.0,6.0,0.0,0.0,2,T-12,Chapman,Candace,Midfielder,,,
P-19030,1.0,0.0,1.0,1.0,1,T-70,Phiri,Alfred,Midfielder,,,
P-19044,0.0,0.0,0.0,0.0,0,,Brynildsen,Knut,Forward,,,
P-19063,4.0,4.0,0.0,0.0,1,T-15,Chou,Tai-ying,Midfielder,,,
P-19069,1.0,0.0,0.0,0.0,1,T-66,Mitrović,Stefan,Defender,,,
P-19073,2.0,0.0,0.0,0.0,1,T-08,Šunjić,Toni,Defender,,,
P-19075,8.0,16.0,0.0,0.0,2,T-75,Embolo,Breel,Forward,,,
P-19096,0.0,0.0,0.0,0.0,0,,Carlund,Victor,Midfielder,,,
P-19118,8.0,0.0,1.0,0.0,3,T-49,Bowen,Katie,Midfielder,,,
P-19121,3.0,0.0,0.0,0.0,1,T-50,Okoronkwo,Isaac,Defender,,,
P-19136,3.0,6.0,0.0,0.0,1,T-43,Whitmore,Theodore,Midfielder,,,
P-19142,0.0,0.0,0.0,0.0,0,,Kim,Chang-soo,Defender,,,
P-19145,9.0,18.0,6.0,0.0,3,T-04,Salisbury,Cheryl,Forward,,,
P-19146,3.0,0.0,0.0,0.0,1,T-64,Gray,Frank,Defender,,,
P-19148,4.0,8.0,2.0,0.0,1,T-28,Farley,Karen,Forward,,,
P-19149,9.0,0.0,2.0,0.0,3,T-50,Chikwelu,Rita,Forward,,,
P-19156,6.0,18.0,3.0,0.0,2,T-25,Delgado,Agustín,Forward,,,
P-19161,0.0,0.0,0.0,0.0,0,,Pešek,Jiří,Forward,,,
P-19165,0.0,0.0,0.0,0.0,0,,Stenman,Fredrik,Defender,,,
P-19170,0.0,0.0,0.0,0.0,0,,Pacheco,Pablo,Forward,,,
P-19175,1.0,0.0,0.0,0.0,1,T-84,Zalazar,José,Midfielder,,,
P-19181,0.0,0.0,0.0,0.0,0,,Oprinsen,Toon,Midfielder,,,
P-19190,3.0,0.0,0.0,0.0,1,T-09,Casagrande,not applicable,Forward,,,
P-19193,2.0,0.0,1.0,0.0,1,T-75,Elvedi,Nico,Defender,,,
P-19195,0.0,0.0,0.0,0.0,0,,Ojeda,Tomás,Forward,,,
P-19199,2.0,0.0,0.0,0.0,1,T-30,Bathenay,Dominique,Midfielder,,,
P-19209,2.0,4.0,2.0,0.0,1,T-21,Panenka,Antonín,Midfielder,,,
P-19215,0.0,1.0,0.0,0.0,1,,Mudie,Jackie,Forward,,,
P-19229,1.0,0.0,0.0,0.0,1,T-73,Torres,Curro,Defender,,,
P-19241,11.0,11.0,0.0,0.0,3,T-55,Gamarra,Carlos,Defender,,,
P-19263,4.0,0.0,0.0,0.0,2,T-03,Correa,Vanina,Goalkeeper,,,
P-19279,0.0,0.0,0.0,0.0,0,,Van Den Bosch,Pieter,Forward,,,
P-19309,2.0,2.0,0.0,0.0,1,T-71,Kim,Jong-boo,Forward,,,
P-19334,0.0,0.0,0.0,0.0,0,,Watkiss,Johnny,Midfielder,,,
P-19339,3.0,0.0,0.0,0.0,1,T-31,Werner,Timo,Forward,,,
P-19347,1.0,0.0,0.0,0.0,1,T-73,Sampedro,Amanda,Forward,,,
P-19351,11.0,0.0,0.0,0.0,2,T-28,Waddle,Chris,Midfielder,,,
P-19353,0.0,0.0,0.0,0.0,0,,Herrmann,Günther,Midfielder,,,
P-19366,3.0,0.0,0.0,0.0,1,T-74,Svensson,Gustav,Midfielder,,,
P-19392,2.0,0.0,0.0,0.0,1,T-16,Castaño,Stefany,Goalkeeper,,,
P-19408,19.0,0.0,0.0,0.0,4,T-31,Neuer,Manuel,Goalkeeper,,,Golden Glove
P-19411,2.0,0.0,0.0,0.0,1,T-14,Yu,Genwei,Midfielder,,,
P-19422,0.0,0.0,0.0,0.0,0,,Angoua,Benjamin,Defender,,,
P-19426,0.0,0.0,0.0,0.0,0,,Austin,Jean-Herbert,Defender,,,
P-19443,0.0,0.0,0.0,0.0,0,,Kostrzewa,Zdzisław,Goalkeeper,,,
P-19453,7.0,7.0,1.0,0.0,2,T-01,Halliche,Rafik,Defender,,,
P-19469,0.0,0.0,0.0,0.0,0,,Rydberg,Anders,Goalkeeper,,,
P-19478,3.0,3.0,0.0,0.0,1,T-08,Pjanić,Miralem,Midfielder,,,
P-19490,0.0,0.0,0.0,0.0,0,,Walzhofer,Hans,Forward,,,
P-19498,9.0,0.0,0.0,0.0,3,T-50,Mbachu,Stella,Forward,,,
P-19507,0.0,0.0,0.0,0.0,0,,Díaz,Valentina,Defender,,,
P-19512,3.0,0.0,0.0,0.0,1,T-38,Hosseini,Jalal,Defender,,,
P-19519,0.0,0.0,0.0,0.0,0,,Lutz,Friedel,Defender,,,
P-19526,1.0,0.0,0.0,0.0,1,T-10,Pashev,Atanas,Forward,,,
P-19537,13.0,0.0,4.0,0.0,3,T-61,Popescu,Gheorghe,Midfielder,,,
P-19543,0.0,0.0,0.0,0.0,0,,Neury,André,Defender,,,
P-19545,2.0,0.0,0.0,0.0,1,T-57,Rybus,Maciej,Midfielder,,,
P-19550,4.0,4.0,0.0,0.0,1,T-56,Challe,Roberto,Midfielder,,,
P-19564,0.0,0.0,0.0,0.0,0,,López,Luis,Goalkeeper,,,
P-19567,7.0,14.0,4.0,0.0,1,T-10,Letchkov,Yordan,Midfielder,,,
P-19575,0.0,0.0,0.0,0.0,0,,Kim,Myong-gum,Midfielder,,,
P-19578,6.0,0.0,0.0,0.0,2,T-46,Luna,Braulio,Midfielder,,,
P-19582,0.0,0.0,0.0,0.0,0,,Junek,František,Forward,,,
P-19583,0.0,0.0,0.0,0.0,0,,Carvallo,Hernán,Midfielder,,,
P-19591,7.0,28.0,0.0,0.0,2,T-50,Musa,Ahmed,Forward,,,
P-19610,21.0,42.0,8.0,0.0,6,T-09,Formiga,not applicable,Forward,,,
P-19618,2.0,0.0,0.0,0.0,1,T-46,Rodríguez,Carlos,Midfielder,,,
P-19627,0.0,0.0,0.0,0.0,0,,Pellikaan,Henk,Midfielder,,,
P-19642,1.0,0.0,0.0,0.0,1,T-87,Peruzović,Luka,Defender,,,
P-19646,0.0,0.0,0.0,0.0,0,,Merrick,Gil,Goalkeeper,,,
P-19652,0.0,0.0,0.0,0.0,0,,Ham,Heung-chul,Goalkeeper,,,
P-19670,1.0,0.0,0.0,0.0,1,T-48,Vanenburg,Gerald,Midfielder,,,
P-19672,2.0,0.0,1.0,0.0,1,T-52,Worthington,Nigel,Defender,,,
P-19703,4.0,0.0,0.0,0.0,1,T-73,Caldentey,Mariona,Forward,,,
P-19712,0.0,0.0,0.0,0.0,0,,Mihajlović,Dragoslav,Defender,,,
P-19727,2.0,0.0,1.0,0.0,1,T-60,Reid,Steven,Midfielder,,,
P-19743,4.0,4.0,0.0,0.0,2,T-16,Lozano,John Harold,Midfielder,,,
P-19744,0.0,0.0,0.0,0.0,0,,Valenciano,Emilie,Defender,,,
P-19745,3.0,0.0,0.0,0.0,1,T-70,Smeda,Leandra,Midfielder,,,
P-19776,7.0,28.0,0.0,0.0,1,T-03,Álvarez,Julián,Forward,,,
P-19791,5.0,0.0,0.0,0.0,1,T-46,España,Miguel,Midfielder,,,
P-19801,6.0,0.0,2.0,0.0,2,T-42,Tioté,Cheick,Midfielder,,,
P-19802,2.0,0.0,0.0,0.0,1,T-10,Dimitrov,Ivan,Defender,,,
P-19812,0.0,0.0,0.0,0.0,0,,Cruz,Osvaldo,Forward,,,
P-19817,0.0,2.0,0.0,0.0,1,,Amarilla,Florencio,Forward,,,
P-19836,1.0,0.0,0.0,0.0,1,T-28,Foster,Steve,Defender,,,
P-19849,0.0,0.0,0.0,0.0,0,,Feutmba,Roger,Midfielder,,,
P-19851,0.0,0.0,0.0,0.0,0,,Medina,Mario,Forward,,,
P-19888,8.0,32.0,4.0,0.0,3,T-03,Crespo,Hernán,Forward,,,Silver Boot
P-19907,5.0,0.0,0.0,0.0,2,T-30,Leboeuf,Frank,Defender,,,
P-19910,0.0,0.0,0.0,0.0,0,,De Sanctis,Morgan,Goalkeeper,,,
P-19914,0.0,0.0,0.0,0.0,0,,Sosa,Sebastián,Goalkeeper,,,
P-19936,0.0,0.0,0.0,0.0,0,,Metreveli,Slava,Forward,,,
P-19947,0.0,0.0,0.0,0.0,0,,Rodríguez,José Antonio,Midfielder,,,
P-19953,0.0,0.0,0.0,0.0,0,,Gómez,José,Forward,,,
P-19991,5.0,0.0,1.0,0.0,2,T-47,El Hadrioui,Abdelkrim,Defender,,,
P-19995,0.0,0.0,0.0,0.0,0,,Taihuttu,Hans,Forward,,,
P-19996,0.0,0.0,0.0,0.0,0,,Arbeláez,Carolina,Defender,,,
P-20008,3.0,3.0,1.0,0.0,1,T-69,Birsa,Valter,Forward,,,
P-20019,5.0,0.0,1.0,0.0,1,T-74,Ekdal,Albin,Midfielder,,,
P-20020,2.0,0.0,0.0,0.0,1,T-21,Radimec,Libor,Defender,,,
P-20051,4.0,0.0,1.0,0.0,3,T-84,Coates,Sebastián,Defender,,,
P-20075,0.0,0.0,0.0,0.0,0,,Venegas,Adriana,Forward,,,
P-20084,5.0,0.0,3.0,0.0,1,T-48,van der Wiel,Gregory,Defender,,,
P-20085,1.0,0.0,0.0,0.0,1,T-57,Rząsa,Tomasz,Defender,,,
P-20087,3.0,0.0,0.0,0.0,1,T-04,Maclaren,Jamie,Forward,,,
P-20091,0.0,0.0,0.0,0.0,0,,Bustamante,José,Defender,,,
P-20094,3.0,0.0,0.0,0.0,1,T-47,Benzekri,Driss,Goalkeeper,,,
P-20127,0.0,0.0,0.0,0.0,0,,Nakamura,Kosuke,Goalkeeper,,,
P-20138,0.0,0.0,0.0,0.0,0,,Bäni,Heinz,Midfielder,,,
P-20162,9.0,0.0,0.0,0.0,2,T-14,Han,Peng,Forward,,,
P-20163,2.0,0.0,0.0,0.0,1,T-62,Yerokhin,Aleksandr,Midfielder,,,
P-20172,1.0,0.0,1.0,0.0,1,T-74,Cronqvist,Claes,Midfielder,,,
P-20173,0.0,4.0,0.0,0.0,1,,Hamrin,Kurt,Midfielder,,,
P-20188,7.0,0.0,0.0,0.0,1,T-57,Gadocha,Robert,Forward,,,
P-20189,0.0,0.0,0.0,0.0,0,,Košnar,Jaroslav,Forward,,,
P-20216,2.0,0.0,2.0,0.0,1,T-63,Al-Malki,Abdulellah,Midfielder,,,
P-20237,2.0,0.0,0.0,0.0,1,T-21,Bielik,Július,Defender,,,
P-20242,0.0,1.0,0.0,0.0,1,,Karasseva,Olga,Midfielder,,,
P-20244,3.0,0.0,1.0,0.0,1,T-83,Gonzalez,Omar,Defender,,,
P-20246,15.0,60.0,4.0,0.0,3,T-44,Ōgimi,Yūki,Forward,,,
P-20248,3.0,0.0,0.0,0.0,1,T-71,Cho,Jae-jin,Forward,,,
P-20256,2.0,0.0,1.0,0.0,1,T-73,Otero,Jorge,Defender,,,
P-20259,3.0,0.0,0.0,0.0,1,T-11,Toko Ekambi,Karl,Forward,,,
P-20267,4.0,0.0,0.0,0.0,1,T-55,Delgado,Rogelio,Defender,,,
P-20273,1.0,0.0,0.0,0.0,1,T-74,Hansson,Petter,Defender,,,
P-20285,6.0,0.0,0.0,0.0,2,T-71,Choi,In-young,Goalkeeper,,,
P-20299,3.0,0.0,1.0,0.0,1,T-45,Kameel,Fathi,Forward,,,
P-20306,0.0,1.0,0.0,0.0,1,,Onega,Ermindo,Forward,,,
P-20318,0.0,0.0,0.0,0.0,0,,Ávalos,Rafael,Midfielder,,,
P-20330,0.0,0.0,0.0,0.0,0,,Barrera,Rodrigo,Forward,,,
P-20335,1.0,0.0,1.0,0.0,1,T-42,Domoraud,Cyril,Defender,,,
P-20364,3.0,0.0,0.0,0.0,1,T-70,Fulutudilu,Ode,Forward,,,
P-20372,4.0,8.0,2.0,0.0,1,T-09,Adriano,not applicable,Forward,,,
P-20383,0.0,0.0,0.0,0.0,0,,Nørregaard,Hanne,Midfielder,,,
P-20388,1.0,0.0,1.0,0.0,1,T-63,Madu,Abdullah,Defender,,,
P-20389,5.0,0.0,0.0,0.0,1,T-09,Paulista,Juninho,Midfielder,,,
P-20424,2.0,0.0,1.0,0.0,1,T-39,Hammoudi,Raad,Goalkeeper,,,
P-20435,0.0,0.0,0.0,0.0,0,,D'Angelo,Sabrina,Goalkeeper,,,
P-20467,0.0,0.0,0.0,0.0,0,,Sowah,Kamal,Midfielder,,,
P-20482,1.0,0.0,0.0,0.0,1,T-75,Steffen,Renato,Defender,,,
P-20506,1.0,0.0,0.0,0.0,1,T-56,Fernández,José,Defender,,,
P-20549,1.0,0.0,0.0,0.0,1,T-39,Ibrahim,Maad,Defender,,,
P-20553,6.0,6.0,2.0,0.0,1,T-87,Katalinski,Josip,Defender,,,
P-20557,6.0,0.0,1.0,0.0,2,T-74,Jonson,Mattias,Midfielder,,,
P-20564,1.0,0.0,0.0,0.0,1,T-85,Thomas,Sorba,Midfielder,,,
P-20570,0.0,0.0,0.0,0.0,0,,Hepperlin,Peita-Claire,Midfielder,,,
P-20571,4.0,4.0,2.0,0.0,1,T-62,Gazinsky,Yury,Midfielder,,,
P-20578,3.0,0.0,0.0,0.0,1,T-47,Benkhrif,Boujemaa,Defender,,,
P-20585,2.0,0.0,0.0,0.0,1,T-28,Jagielka,Phil,Defender,,,
P-20595,0.0,0.0,0.0,0.0,0,,Mešković,Rizah,Goalkeeper,,,
P-20597,1.0,0.0,0.0,0.0,1,T-33,Alexiou,Alexis,Defender,,,
P-20598,0.0,0.0,0.0,0.0,0,,van Run,Sjef,Defender,,,
P-20604,0.0,0.0,0.0,0.0,0,,Mathis,Roger,Defender,,,
P-20612,0.0,0.0,0.0,0.0,0,,Zhu,Jing,Midfielder,,,
P-20634,3.0,0.0,0.0,0.0,1,T-03,Alvariza,Karina,Forward,,,
P-20638,5.0,0.0,0.0,0.0,1,T-28,Walsh,Keira,Midfielder,,,
P-20640,17.0,0.0,0.0,0.0,3,T-28,Shilton,Peter,Goalkeeper,,,
P-20643,5.0,0.0,0.0,0.0,1,T-73,Helguera,Iván,Midfielder,,,
P-20645,0.0,1.0,0.0,0.0,1,,Avio,Ludovico,Forward,,,
P-20647,3.0,0.0,2.0,0.0,1,T-21,Straka,František,Defender,,,
P-20664,5.0,10.0,0.0,0.0,1,T-09,Serginho,not applicable,Forward,,,
P-20672,0.0,0.0,0.0,0.0,0,,Eisenbeisser,Alfred,Midfielder,,,
P-20690,0.0,0.0,0.0,0.0,0,,Badjou,Arnold,Goalkeeper,,,
P-20700,0.0,0.0,0.0,0.0,0,,Kitov,Stoyan,Midfielder,,,
P-20706,0.0,0.0,0.0,0.0,0,,Kernaghan,Alan,Defender,,,
P-20709,0.0,0.0,0.0,0.0,0,,De Michele,Gabriel,Defender,,,
P-20754,6.0,0.0,0.0,0.0,1,T-30,Fekir,Nabil,Forward,,,
P-20762,2.0,2.0,1.0,0.0,1,T-38,Golmohammadi,Yahya,Defender,,,
P-20773,0.0,0.0,0.0,0.0,0,,Heponiemi,Minna,Midfielder,,,
P-20792,1.0,0.0,0.0,0.0,1,T-60,Connolly,David,Forward,,,
P-20802,0.0,0.0,0.0,0.0,0,,César,not applicable,Forward,,,
P-20804,3.0,0.0,0.0,0.0,1,T-31,Raum,David,Defender,,,
P-20811,3.0,0.0,0.0,0.0,1,T-30,Mugneret-Béghé,Stéphanie,Forward,,,
P-20825,0.0,0.0,0.0,0.0,0,,Coyle,Fay,Forward,,,
P-20827,3.0,3.0,0.0,0.0,1,T-48,Taument,Gaston,Forward,,,
P-20831,4.0,12.0,0.0,0.0,1,T-53,Hegerberg,Ada,Forward,,,
P-20854,9.0,18.0,4.0,0.0,2,T-12,Lang,Kara,Forward,,,
P-20868,3.0,0.0,0.0,0.0,1,T-22,Rasmussen,Johanna,Forward,,,
P-20874,4.0,0.0,0.0,0.0,1,T-86,Beer,Erich,Midfielder,,,
P-20877,1.0,1.0,0.0,0.0,1,T-48,Fer,Leroy,Midfielder,,,
P-20880,2.0,2.0,0.0,0.0,1,T-17,Parks,Winston,Forward,,,
P-20882,0.0,0.0,0.0,0.0,0,,Tajonar,Pamela,Goalkeeper,,,
P-20886,6.0,0.0,2.0,0.0,3,T-63,Al-Temyat,Nawaf,Midfielder,,,
P-20897,0.0,0.0,0.0,0.0,0,,Mafuila,Mavuba,Forward,,,
P-20926,3.0,0.0,0.0,0.0,1,T-58,Eder,not applicable,Forward,,,
P-20960,1.0,0.0,0.0,0.0,1,T-07,Peña,Álvaro,Forward,,,
P-20963,3.0,0.0,1.0,0.0,1,T-49,Fallon,Rory,Forward,,,
P-20969,6.0,0.0,2.0,0.0,2,T-38,Teymourian,Andranik,Midfielder,,,
P-20971,0.0,0.0,0.0,0.0,0,,Sumaila,Rashid,Defender,,,
P-20973,3.0,0.0,0.0,0.0,1,T-73,Tirapu,Ainhoa,Goalkeeper,,,
P-20974,1.0,0.0,0.0,0.0,1,T-42,Ya Konan,Didier,Forward,,,
P-20979,0.0,0.0,0.0,0.0,0,,Sordi,De,Defender,,,
P-20993,0.0,0.0,0.0,0.0,0,,Flückiger,Marcel,Defender,,,
P-20997,0.0,0.0,0.0,0.0,0,,Hosp,Robert,Forward,,,
P-20998,5.0,0.0,0.0,0.0,2,T-38,Beiranvand,Alireza,Goalkeeper,,,
P-21000,4.0,0.0,0.0,0.0,2,T-70,Sibaya,MacBeth,Midfielder,,,
P-21011,3.0,0.0,0.0,0.0,1,T-61,Tătaru,Gheorghe,Midfielder,,,
P-21024,4.0,8.0,2.0,0.0,1,T-47,Khairi,Abderrazak,Forward,,,
P-21039,3.0,0.0,0.0,0.0,1,T-04,Burgess,Joanne,Forward,,,
P-21048,0.0,0.0,0.0,0.0,0,,Ansah,Regina,Defender,,,
P-21052,3.0,0.0,0.0,0.0,1,T-47,Ezzalzouli,Abde,Forward,,,
P-21068,2.0,0.0,0.0,0.0,1,T-46,Lugo,Gerardo,Midfielder,,,
P-21070,9.0,0.0,1.0,0.0,2,T-06,Van Buyten,Daniel,Defender,,,
P-21077,0.0,0.0,0.0,0.0,0,,Dereuddre,René,Forward,,,
P-21099,0.0,0.0,0.0,0.0,0,,Cornelius,Derek,Defender,,,
P-21108,7.0,0.0,0.0,0.0,1,T-80,Baştürk,Yıldıray,Midfielder,,,
P-21116,6.0,0.0,1.0,0.0,2,T-01,Bougherra,Madjid,Defender,,,
P-21144,0.0,0.0,0.0,0.0,0,,Mermans,Joseph,Forward,,,
P-21149,0.0,0.0,0.0,0.0,0,,Flešár,Anton,Goalkeeper,,,
P-21153,5.0,5.0,0.0,0.0,1,T-28,Grealish,Jack,Forward,,,
P-21159,1.0,0.0,0.0,0.0,1,T-36,Szendrei,József,Goalkeeper,,,
P-21188,0.0,4.0,0.0,0.0,1,,Albert,Flórián,Forward,,,Golden Boot
P-21188,0.0,4.0,0.0,0.0,1,,Albert,Flórián,Forward,,,Best Young Player
P-21190,0.0,0.0,0.0,0.0,0,,Galván,Rubén,Midfielder,,,
P-21208,12.0,0.0,5.0,0.0,4,T-46,Moreno,Héctor,Defender,,,
P-21210,2.0,0.0,0.0,0.0,1,T-49,Oostdam,Marlies,Defender,,,
P-21213,4.0,12.0,0.0,0.0,1,T-22,Olsen,Jesper,Forward,,,
P-21222,4.0,0.0,0.0,0.0,1,T-44,Matsuda,Naoki,Defender,,,
P-21234,10.0,0.0,1.0,0.0,2,T-74,Ingesson,Klas,Midfielder,,,
P-21246,3.0,0.0,0.0,0.0,1,T-17,Brenes,Randall,Forward,,,
P-21248,13.0,0.0,3.0,0.0,2,T-41,Gentile,Claudio,Defender,,,
P-21261,1.0,0.0,1.0,0.0,1,T-09,Danda,not applicable,Midfielder,,,
P-21302,1.0,0.0,0.0,0.0,1,T-14,Zhu,Tao,Midfielder,,,
P-21313,0.0,0.0,0.0,0.0,0,,Mejía,Dionisio,Forward,,,
P-21324,0.0,0.0,0.0,0.0,0,,Gómez,Jaime,Goalkeeper,,,
P-21343,5.0,5.0,0.0,0.0,1,T-41,Giacinti,Valentina,Forward,,,
P-21392,4.0,0.0,0.0,0.0,2,T-31,Schmidt,Bianca,Defender,,,
P-21395,0.0,0.0,0.0,0.0,0,,Adam,Glen,Defender,,,
P-21402,0.0,0.0,0.0,0.0,0,,Kitzinger,Albin,Midfielder,,,
P-21421,0.0,0.0,0.0,0.0,0,,van der Most,Liza,Defender,,,
P-21423,12.0,12.0,0.0,0.0,2,T-31,Voss,Martina,Midfielder,,,
P-21434,9.0,18.0,4.0,0.0,2,T-58,Tiago,not applicable,Midfielder,,,
P-21441,0.0,0.0,0.0,0.0,0,,Spadaro,Carlos,Forward,,,
P-21451,1.0,0.0,0.0,0.0,1,T-57,Rasiak,Grzegorz,Forward,,,
P-21477,0.0,0.0,0.0,0.0,0,,Samuelsson,Lennart,Defender,,,
P-21480,0.0,0.0,0.0,0.0,0,,Mengálvio,not applicable,Midfielder,,,
P-21488,1.0,0.0,0.0,0.0,1,T-27,Alfaro,Mauricio,Midfielder,,,
P-21495,8.0,16.0,8.0,0.0,3,T-46,García Aspe,Alberto,Midfielder,,,
P-21511,1.0,0.0,0.0,0.0,1,T-77,Malm,Robert,Forward,,,
P-21516,0.0,0.0,0.0,0.0,0,,Popluhár,Ján,Defender,,,
P-21518,0.0,0.0,0.0,0.0,0,,Gamarra,Rodolfo,Forward,,,
P-21524,3.0,0.0,0.0,0.0,2,T-31,Draxler,Julian,Midfielder,,,
P-21531,9.0,0.0,0.0,0.0,2,T-09,Alisson,not applicable,Goalkeeper,,,
P-21550,6.0,12.0,4.0,0.0,2,T-63,Anwar,Fuad,Midfielder,,,
P-21553,12.0,12.0,1.0,0.0,3,T-28,Sterling,Raheem,Forward,,,
P-21554,2.0,0.0,1.0,0.0,1,T-62,Kozlov,Aleksei,Defender,,,
P-21555,0.0,0.0,0.0,0.0,0,,Gatti,Hugo,Goalkeeper,,,
P-21565,2.0,0.0,1.0,0.0,1,T-29,Eyang,Sinforosa,Midfielder,,,
P-21571,2.0,0.0,2.0,0.0,1,T-16,Santa,José,Defender,,,
P-21597,20.0,200.0,0.0,0.0,3,T-57,Lato,Grzegorz,Forward,,,Golden Boot
P-21609,2.0,0.0,0.0,0.0,1,T-83,Sullivan,Christopher,Forward,,,
P-21616,0.0,0.0,0.0,0.0,0,,Büche,Albert,Forward,,,
P-21644,0.0,0.0,0.0,0.0,0,,Šterc,František,Forward,,,
P-21652,2.0,0.0,2.0,0.0,1,T-06,Onana,Amadou,Midfielder,,,
P-21663,3.0,0.0,0.0,0.0,1,T-53,Strand,Roar,Midfielder,,,
P-21683,4.0,0.0,1.0,0.0,2,T-73,Albelda,David,Midfielder,,,
P-21692,3.0,0.0,0.0,0.0,1,T-45,Al-Tarabulsi,Ahmed,Goalkeeper,,,
P-21701,1.0,0.0,0.0,0.0,1,T-20,Heinz,Marek,Forward,,,
