id,matches_played,goals_scored,total_yellow_cards,total_red_cards,tournaments_participated,team_id,family_name,given_name,role,matches_managed,matches_officiated,award_name
P-89311,14.0,0.0,1.0,0.0,2,T-48,Jansen,Wim,Midfielder,,,
P-89321,11.0,0.0,2.0,0.0,3,T-44,Yoshida,Maya,Defender,,,
P-89322,0.0,0.0,0.0,0.0,0,,Yun,Song-mi,Defender,,,
P-89353,0.0,0.0,0.0,0.0,0,,Álvarez,Eliseo,Defender,,,
P-89367,0.0,0.0,0.0,0.0,0,,Haddock,Harry,Defender,,,
P-89372,2.0,0.0,1.0,0.0,1,T-11,Nounkeu,Dany,Defender,,,
P-89376,6.0,0.0,0.0,0.0,1,T-53,Seth,Reidun,Goalkeeper,,,
P-89379,9.0,45.0,5.0,0.0,2,T-30,Delie,Marie-Laure,Forward,,,
P-89389,0.0,0.0,0.0,0.0,0,,Tarenzi,Stefania,Forward,,,
P-89392,8.0,48.0,12.0,0.0,2,T-16,Rodríguez,James,Midfielder,,,Golden Boot
P-89408,3.0,3.0,1.0,0.0,1,T-12,Stoumbos,Helen,Forward,,,
P-89410,0.0,0.0,0.0,0.0,0,,Suzana,not applicable,Defender,,,
P-89412,5.0,5.0,1.0,0.0,1,T-46,Servín,Raúl,Defender,,,
P-89416,18.0,72.0,4.0,0.0,3,T-83,Foudy,Julie,Midfielder,,,
P-89420,4.0,0.0,1.0,0.0,1,T-18,Pivarić,Josip,Defender,,,
P-89438,4.0,4.0,1.0,0.0,1,T-46,Fonseca,Francisco,Forward,,,
P-89452,4.0,0.0,1.0,0.0,1,T-83,Dest,Sergiño,Defender,,,
P-89453,0.0,1.0,0.0,0.0,1,,Mortensen,Stan,Forward,,,
P-89481,0.0,3.0,0.0,0.0,1,,Rosas,Manuel,Defender,,,
P-89508,3.0,0.0,1.0,0.0,1,T-74,Zigiotti Olme,Julia,Forward,,,
P-89509,0.0,0.0,0.0,0.0,0,,Soria,Rubén,Defender,,,
P-89510,7.0,0.0,0.0,0.0,2,T-83,Rodriguez,Amy,Forward,,,
P-89519,12.0,36.0,3.0,0.0,3,T-09,Dirceu,not applicable,Forward,,,Bronze Ball
P-89521,13.0,0.0,0.0,0.0,2,T-57,Szymanowski,Antoni,Defender,,,
P-89534,0.0,0.0,0.0,0.0,0,,Kolev,Ivan,Forward,,,
P-89543,3.0,0.0,1.0,0.0,1,T-84,Bossio,Miguel,Midfielder,,,
P-89545,3.0,0.0,0.0,0.0,1,T-44,Suzuki,Masae,Goalkeeper,,,
P-89554,14.0,98.0,21.0,0.0,2,T-48,Rep,Johnny,Forward,,,
P-89564,0.0,0.0,0.0,0.0,0,,Yahaya,Kulu,Defender,,,
P-89573,1.0,0.0,0.0,0.0,1,T-66,Grujić,Marko,Midfielder,,,
P-89577,0.0,0.0,0.0,0.0,0,,Pachín,not applicable,Defender,,,
P-89582,3.0,0.0,1.0,0.0,1,T-13,Pinilla,Mauricio,Forward,,,
P-89598,3.0,0.0,0.0,0.0,1,T-66,Maksimović,Nemanja,Midfielder,,,
P-89601,8.0,0.0,0.0,0.0,2,T-13,Bravo,Claudio,Goalkeeper,,,
P-89616,0.0,0.0,0.0,0.0,0,,Janich,Francesco,Defender,,,
P-89643,0.0,0.0,0.0,0.0,0,,Zequinha,not applicable,Midfielder,,,
P-89652,3.0,0.0,0.0,0.0,1,T-41,Boattin,Lisa,Defender,,,
P-89657,0.0,0.0,0.0,0.0,0,,Steffen,Willi,Defender,,,
P-89658,0.0,0.0,0.0,0.0,0,,Fatoumata,not applicable,Forward,,,
P-89666,0.0,0.0,0.0,0.0,0,,Tan,See Han,Forward,,,
P-89688,0.0,0.0,0.0,0.0,0,,Libérati,Ernest,Forward,,,
P-89690,0.0,0.0,0.0,0.0,0,,Sol,Yong-suk,Midfielder,,,
P-89699,2.0,0.0,0.0,0.0,1,T-30,Geyoro,Grace,Midfielder,,,
P-89708,0.0,0.0,0.0,0.0,0,,Varón,Yineth,Goalkeeper,,,
P-89710,3.0,0.0,1.0,0.0,1,T-12,Vitória,Steven,Defender,,,
P-89713,0.0,0.0,0.0,0.0,0,,Mandé,Sayouba,Goalkeeper,,,
P-89743,6.0,0.0,1.0,0.0,2,T-58,Moutinho,João,Midfielder,,,
P-89750,18.0,90.0,10.0,0.0,3,T-30,Giroud,Olivier,Forward,,,Bronze Boot
P-89759,6.0,0.0,0.0,0.0,2,T-09,Fanta,not applicable,Midfielder,,,
P-89767,4.0,16.0,0.0,0.0,1,T-41,Morace,Carolina,Forward,,,
P-89771,2.0,0.0,0.0,0.0,1,T-06,Devrindt,Johan,Forward,,,
P-89772,7.0,0.0,2.0,0.0,1,T-09,Peres,Marinho,Defender,,,
P-89782,1.0,1.0,0.0,0.0,1,T-50,Oruma,Wilson,Midfielder,,,
P-89785,0.0,0.0,0.0,0.0,0,,Friedländer,Hans-Peter,Forward,,,
P-89804,2.0,0.0,0.0,0.0,1,T-09,Luizão,not applicable,Forward,,,
P-89810,3.0,0.0,0.0,0.0,1,T-26,Hassan,Hossam,Forward,,,
P-89817,0.0,0.0,0.0,0.0,0,,Hansen,Hege,Forward,,,
P-89818,0.0,0.0,0.0,0.0,0,,Treijtel,Eddy,Goalkeeper,,,
P-89829,0.0,0.0,0.0,0.0,0,,Schneeberger,Carlos,Forward,,,
P-89840,1.0,0.0,0.0,0.0,1,T-44,Yano,Kisho,Forward,,,
P-89845,3.0,0.0,0.0,0.0,1,T-63,Al-Buraikan,Firas,Forward,,,
P-89851,3.0,3.0,0.0,0.0,1,T-22,Hansen,Christina,Forward,,,
P-89863,2.0,0.0,0.0,0.0,1,T-31,Klostermann,Lukas,Defender,,,
P-89866,0.0,0.0,0.0,0.0,0,,Teinitzer,Alfred,Midfielder,,,
P-89867,0.0,0.0,0.0,0.0,0,,Skilton,Stephanie,Defender,,,
P-89869,0.0,0.0,0.0,0.0,0,,Araújo,Ronald,Defender,,,
P-89870,3.0,0.0,0.0,0.0,1,T-22,Poulsen,Simon,Defender,,,
P-89878,7.0,0.0,2.0,0.0,2,T-84,Lugano,Diego,Defender,,,
P-89889,0.0,0.0,0.0,0.0,0,,Booth,Matthew,Defender,,,
P-89897,2.0,0.0,0.0,0.0,1,T-47,Faras,Ahmed,Forward,,,
P-89903,3.0,0.0,2.0,0.0,2,T-50,Mbilitam,Nkechi,Midfielder,,,
P-89904,2.0,0.0,0.0,0.0,1,T-32,Agyemang-Badu,Emmanuel,Midfielder,,,
P-89908,0.0,0.0,0.0,0.0,0,,Raquel,not applicable,Midfielder,,,
P-89920,1.0,0.0,0.0,0.0,1,T-63,Al-Mehallel,Fahad,Forward,,,
P-89921,5.0,0.0,0.0,0.0,1,T-14,Ren,Guixin,Midfielder,,,
P-89922,1.0,0.0,0.0,0.0,1,T-79,Jelassi,Riadh,Forward,,,
P-89928,0.0,0.0,0.0,0.0,0,,Michaelsen,Jan,Midfielder,,,
P-89933,0.0,0.0,0.0,0.0,0,,McIlroy,Jimmy,Forward,,,
P-89934,2.0,0.0,1.0,0.0,1,T-74,Guidetti,John,Forward,,,
P-89943,0.0,0.0,0.0,0.0,0,,Baek,Ji-hoon,Midfielder,,,
P-89948,7.0,0.0,0.0,0.0,1,T-18,Pašalić,Mario,Midfielder,,,
P-89949,5.0,5.0,1.0,0.0,1,T-86,Hrubesch,Horst,Forward,,,
P-89966,0.0,0.0,0.0,0.0,0,,Claessens,Jean,Midfielder,,,
P-89971,4.0,4.0,0.0,0.0,2,T-62,Kerzhakov,Aleksandr,Forward,,,
P-89975,18.0,54.0,3.0,0.0,3,T-86,Littbarski,Pierre,Forward,,,
P-89984,4.0,8.0,2.0,0.0,1,T-44,Inui,Takashi,Midfielder,,,
P-89990,0.0,0.0,0.0,0.0,0,,Vincenzi,Guido,Defender,,,
P-90001,0.0,0.0,0.0,0.0,0,,Jakob,Hans,Goalkeeper,,,
P-90012,4.0,0.0,0.0,0.0,1,T-28,Mount,Mason,Midfielder,,,
P-90033,0.0,1.0,0.0,0.0,1,,Kadraba,Josef,Forward,,,
P-90057,0.0,0.0,0.0,0.0,0,,Hamedani,Sattar,Midfielder,,,
P-90061,2.0,0.0,0.0,0.0,1,T-14,Zhao,Junzhe,Midfielder,,,
P-90074,0.0,0.0,0.0,0.0,0,,Bozicevic,Anika,Forward,,,
P-90085,0.0,0.0,0.0,0.0,0,,Houf,Denis,Forward,,,
P-90086,10.0,30.0,3.0,0.0,2,T-74,Asllani,Kosovare,Forward,,,
P-90087,3.0,0.0,0.0,0.0,1,T-04,Sterjovski,Mile,Midfielder,,,
P-90097,2.0,2.0,0.0,0.0,1,T-82,Ismaïl,Khalid,Midfielder,,,
P-90120,3.0,0.0,1.0,0.0,1,T-79,Ben Younes,Imed,Forward,,,
P-90129,2.0,0.0,0.0,0.0,1,T-74,Olsson,Martin,Defender,,,
P-90145,3.0,3.0,0.0,0.0,1,T-49,Smeltz,Shane,Forward,,,
P-90185,3.0,9.0,6.0,0.0,1,T-62,Fomina,Elena,Midfielder,,,
P-90221,5.0,0.0,0.0,0.0,2,T-05,Jara,Kurt,Midfielder,,,
P-90224,0.0,0.0,0.0,0.0,0,,Carmelo,not applicable,Goalkeeper,,,
P-90240,4.0,0.0,0.0,0.0,2,T-30,Viguier,Sabrina,Defender,,,
P-90267,0.0,0.0,0.0,0.0,0,,Ivanov,Ivan,Goalkeeper,,,
P-90303,2.0,0.0,0.0,0.0,1,T-71,Gu,Sang-bum,Defender,,,
P-90321,1.0,0.0,1.0,0.0,1,T-57,Bąk,Arkadiusz,Midfielder,,,
P-90336,0.0,0.0,0.0,0.0,0,,Rupf,Eugen,Forward,,,
P-90350,2.0,0.0,0.0,0.0,1,T-73,Migueli,not applicable,Defender,,,
P-90357,3.0,0.0,1.0,0.0,1,T-60,Coyne,Tommy,Forward,,,
P-90361,0.0,0.0,0.0,0.0,0,,Bürki,Roman,Goalkeeper,,,
P-90366,1.0,0.0,0.0,0.0,1,T-84,Sandoval,Rodolfo,Defender,,,
P-90384,0.0,0.0,0.0,0.0,0,,Keown,Martin,Defender,,,
P-90391,1.0,0.0,0.0,0.0,1,T-04,Williams,Harry,Defender,,,
P-90409,0.0,0.0,0.0,0.0,0,,Muguerza,José,Midfielder,,,
P-90417,0.0,0.0,0.0,0.0,0,,Bonnel,Joseph,Midfielder,,,
P-90420,6.0,36.0,0.0,0.0,2,T-09,Kátia,not applicable,Forward,,,Bronze Boot
P-90423,4.0,0.0,0.0,0.0,1,T-47,Hamdallah,Abderrazak,Forward,,,
P-90430,7.0,0.0,0.0,0.0,2,T-44,Nakazawa,Yuji,Defender,,,
P-90435,5.0,0.0,1.0,0.0,2,T-63,Noor,Mohammed,Midfielder,,,
P-90440,0.0,0.0,0.0,0.0,0,,Bulzacki,Mirosław,Defender,,,
P-90473,5.0,0.0,2.0,0.0,1,T-22,Colding,Søren,Defender,,,
P-90482,0.0,1.0,0.0,0.0,1,,Medwin,Terry,Forward,,,
P-90487,1.0,0.0,0.0,0.0,1,T-21,Čapkovič,Ján,Forward,,,
P-90491,7.0,0.0,0.0,0.0,2,T-44,Ōkubo,Yoshito,Forward,,,
P-90496,0.0,4.0,0.0,0.0,1,,Borges,Carlos,Forward,,,
P-90520,0.0,0.0,0.0,0.0,0,,Quartey,Stella,Midfielder,,,
P-90524,3.0,0.0,0.0,0.0,1,T-72,Khurtsilava,Murtaz,Midfielder,,,
P-90526,0.0,0.0,0.0,0.0,0,,van der Heyden,Stéphane,Midfielder,,,
P-90549,0.0,0.0,0.0,0.0,0,,Leggat,Graham,Forward,,,
P-90564,5.0,20.0,0.0,0.0,1,T-83,Heinrichs,April,Forward,,,
P-90575,1.0,0.0,0.0,0.0,1,T-07,Castillo,Ramiro,Midfielder,,,
P-90611,0.0,0.0,0.0,0.0,0,,Ayra,Juan,Goalkeeper,,,
P-90625,0.0,0.0,0.0,0.0,0,,Oleniak,Juan Carlos,Forward,,,
P-90626,3.0,0.0,0.0,0.0,1,T-65,Cissé,Pape Abou,Defender,,,
P-90628,3.0,0.0,0.0,0.0,1,T-45,Al-Houti,Saad,Midfielder,,,
P-90633,4.0,0.0,0.0,0.0,2,T-06,Mpenza,Mbo,Forward,,,
P-90635,9.0,63.0,7.0,0.0,2,T-09,Careca,not applicable,Forward,,,Silver Boot
P-90655,0.0,0.0,0.0,0.0,0,,Molnár,Pavol,Forward,,,
P-90659,4.0,8.0,0.0,0.0,1,T-62,Barbashina,Natalia,Forward,,,
P-90667,3.0,0.0,0.0,0.0,1,T-30,Kramo,Marie-Ange,Forward,,,
P-90670,0.0,0.0,0.0,0.0,0,,Sánchez Flores,Quique,Defender,,,
P-90675,3.0,0.0,0.0,0.0,1,T-37,Bjarnason,Birkir,Midfielder,,,
P-90678,1.0,1.0,0.0,0.0,1,T-64,Clelland,Lana,Forward,,,
P-90689,2.0,0.0,0.0,0.0,1,T-59,Waad,Mohammed,Defender,,,
P-90709,4.0,0.0,0.0,0.0,1,T-74,Pohjanen,Anna,Midfielder,,,
P-90719,0.0,0.0,0.0,0.0,0,,Al-Ghanim,Nassir,Midfielder,,,
P-90721,1.0,0.0,0.0,0.0,1,T-72,Chanov,Viktor,Goalkeeper,,,
P-90725,6.0,0.0,0.0,0.0,2,T-63,Tukar,Redha,Defender,,,
P-90753,3.0,0.0,0.0,0.0,1,T-32,Sackey,Patience,Defender,,,
P-90775,0.0,0.0,0.0,0.0,0,,Calderón de la Barca,Carlos,Forward,,,
P-90789,15.0,0.0,2.0,0.0,3,T-28,Bardsley,Karen,Goalkeeper,,,
P-90792,3.0,0.0,0.0,0.0,1,T-53,Bratseth,Rune,Defender,,,
P-90796,3.0,0.0,1.0,0.0,1,T-84,Olivera,Mathías,Defender,,,
P-90799,1.0,0.0,0.0,0.0,1,T-10,Vasilev,Mladen,Defender,,,
P-90805,0.0,1.0,0.0,0.0,1,,Jacobsson,Sven,Midfielder,,,
P-90807,1.0,0.0,0.0,0.0,1,T-13,Tello,Rodrigo,Midfielder,,,
P-90837,5.0,15.0,0.0,0.0,2,T-73,Hermoso,Jennifer,Forward,,,
P-90839,0.0,0.0,0.0,0.0,0,,Hult,Sture,Goalkeeper,,,
P-90840,5.0,0.0,0.0,0.0,1,T-03,Wolff,Enrique,Defender,,,
P-90842,12.0,12.0,2.0,0.0,3,T-09,Branco,not applicable,Defender,,,
P-90846,0.0,0.0,0.0,0.0,0,,Ghesghayan,Ali Reza,Defender,,,
P-90856,1.0,0.0,0.0,0.0,1,T-50,Nku,Cecilia,Midfielder,,,
P-90857,4.0,0.0,0.0,0.0,2,T-25,Ayoví,Marlon,Midfielder,,,
P-90867,5.0,5.0,3.0,0.0,2,T-79,Sassi,Ferjani,Midfielder,,,
P-90871,0.0,0.0,0.0,0.0,0,,Bolatlı,Rıdvan,Defender,,,
P-90878,15.0,0.0,2.0,0.0,3,T-44,Kumagai,Saki,Defender,,,
P-90883,6.0,6.0,0.0,0.0,2,T-30,Lopez,Christian,Defender,,,
P-90888,0.0,0.0,0.0,0.0,0,,Stapleton,Frank,Forward,,,
P-90891,3.0,0.0,0.0,0.0,1,T-17,Cruz,Shirley,Midfielder,,,
P-90908,19.0,76.0,4.0,0.0,3,T-30,Griezmann,Antoine,Forward,,,Bronze Ball
P-90908,19.0,76.0,4.0,0.0,3,T-30,Griezmann,Antoine,Forward,,,Silver Boot
P-90911,4.0,0.0,1.0,0.0,1,T-74,Andersson,Björn,Defender,,,
P-90913,0.0,0.0,0.0,0.0,0,,Grabara,Kamil,Goalkeeper,,,
P-90918,3.0,3.0,0.0,0.0,1,T-41,Salmaso,Raffaella,Defender,,,
P-90924,0.0,0.0,0.0,0.0,0,,Brandebusemeyer,Nicole,Defender,,,
P-90951,3.0,0.0,0.0,0.0,1,T-49,Killen,Chris,Forward,,,
P-90988,0.0,0.0,0.0,0.0,0,,De Luca,Pasquale,Defender,,,
P-91027,0.0,2.0,0.0,0.0,1,,Andersson,Sune,Midfielder,,,
P-91029,4.0,4.0,1.0,0.0,1,T-04,Duke,Mitchell,Forward,,,
P-91035,0.0,0.0,0.0,0.0,0,,Rossi,Néstor,Defender,,,
P-91038,3.0,0.0,1.0,0.0,1,T-69,Kirm,Andraž,Midfielder,,,
P-91040,0.0,0.0,0.0,0.0,0,,Bannikov,Viktor,Goalkeeper,,,
P-91065,10.0,0.0,1.0,0.0,2,T-53,Støre,Heidi,Midfielder,,,
P-91091,1.0,0.0,0.0,0.0,1,T-15,Chen,Shu-chin,Midfielder,,,
P-91106,4.0,0.0,1.0,0.0,1,T-60,Keane,Roy,Midfielder,,,
P-91107,0.0,0.0,0.0,0.0,0,,Lehmann,Stephan,Goalkeeper,,,
P-91114,4.0,0.0,0.0,0.0,1,T-30,Koscielny,Laurent,Defender,,,
P-91148,5.0,0.0,0.0,0.0,2,T-50,Babayaro,Celestine,Defender,,,
P-91151,0.0,0.0,0.0,0.0,0,,Robertson,Archie,Forward,,,
P-91166,0.0,0.0,0.0,0.0,0,,Nyc,Erwin,Midfielder,,,
P-91171,0.0,3.0,0.0,0.0,1,,Preguinho,not applicable,Forward,,,
P-91175,0.0,0.0,0.0,0.0,0,,Rincón,Hipólito,Forward,,,
P-91177,0.0,0.0,0.0,0.0,0,,van Spaandonck,Henk,Forward,,,
P-91180,6.0,0.0,1.0,0.0,1,T-86,Jakobs,Ditmar,Defender,,,
P-91190,2.0,0.0,0.0,0.0,1,T-18,Vranješ,Jurica,Midfielder,,,
P-91195,9.0,9.0,0.0,0.0,2,T-41,Mazzola,Sandro,Forward,,,
P-91215,1.0,0.0,0.0,0.0,1,T-40,Shuruk,Roni,Midfielder,,,
P-91238,0.0,0.0,0.0,0.0,0,,Orlandini,Rodolfo,Midfielder,,,
P-91257,0.0,0.0,0.0,0.0,0,,Pereira,José,Goalkeeper,,,
P-91259,0.0,0.0,0.0,0.0,0,,Vágó,József,Defender,,,
P-91268,4.0,0.0,0.0,0.0,2,T-63,Kanno,Mohamed,Midfielder,,,
P-91280,2.0,0.0,0.0,1.0,1,T-20,Ujfaluši,Tomáš,Defender,,,
P-91286,0.0,0.0,0.0,0.0,0,,Cilaurren,Leonardo,Midfielder,,,
P-91291,3.0,0.0,0.0,0.0,1,T-26,Sobhi,Ramadan,Forward,,,
P-91294,6.0,6.0,1.0,0.0,1,T-18,Vida,Domagoj,Defender,,,
P-91295,0.0,1.0,0.0,0.0,1,,Deşu,Adalbert,Forward,,,
P-91301,0.0,0.0,0.0,0.0,0,,Castillo,Juan,Goalkeeper,,,
P-91308,1.0,0.0,1.0,0.0,1,T-65,Thiaw,Pape,Forward,,,
P-91324,3.0,0.0,0.0,0.0,1,T-30,Disasi,Axel,Defender,,,
P-91329,2.0,0.0,0.0,0.0,1,T-04,Nabbout,Andrew,Forward,,,
P-91339,0.0,0.0,0.0,0.0,0,,Konrad,Otto,Goalkeeper,,,
P-91350,1.0,0.0,0.0,0.0,1,T-18,Stanišić,Josip,Defender,,,
P-91357,1.0,0.0,0.0,0.0,1,T-03,Milito,Gabriel,Defender,,,
P-91373,17.0,187.0,44.0,0.0,3,T-86,Klinsmann,Jürgen,Forward,,,
P-91378,0.0,0.0,0.0,0.0,0,,Ryan,Francis,Forward,,,
P-91386,0.0,0.0,0.0,0.0,0,,Lachos,László,Forward,,,
P-91402,0.0,0.0,0.0,0.0,0,,Mbororo,Thècle,Goalkeeper,,,
P-91403,0.0,0.0,0.0,0.0,0,,Singfield,Tania,Goalkeeper,,,
P-91406,3.0,3.0,0.0,0.0,1,T-64,Emslie,Claire,Forward,,,
P-91408,3.0,0.0,0.0,0.0,1,T-51,Mun,In-guk,Midfielder,,,
P-91411,4.0,4.0,0.0,0.0,1,T-57,Ciołek,Włodzimierz,Forward,,,
P-91413,0.0,0.0,0.0,0.0,0,,Armandinho,not applicable,Forward,,,
P-91428,0.0,0.0,0.0,0.0,0,,Karlsson,Ulrika,Goalkeeper,,,
P-91430,3.0,0.0,0.0,0.0,1,T-35,Welcome,Georgie,Forward,,,
P-91431,4.0,0.0,3.0,0.0,1,T-03,Montiel,Gonzalo,Defender,,,
P-91438,1.0,1.0,0.0,0.0,1,T-83,Green,Julian,Midfielder,,,
P-91455,3.0,0.0,1.0,0.0,1,T-54,Escobar,Fidel,Defender,,,
P-91463,0.0,0.0,0.0,0.0,0,,Möller,Jan,Goalkeeper,,,
P-91472,2.0,0.0,0.0,0.0,1,T-48,Veltman,Joël,Defender,,,
P-91477,0.0,0.0,0.0,0.0,0,,Mohamed,Abdulaziz,Forward,,,
P-91484,3.0,0.0,0.0,0.0,1,T-03,Pastore,Javier,Midfielder,,,
P-91486,2.0,0.0,0.0,0.0,1,T-28,Bridge,Wayne,Defender,,,
P-91488,3.0,0.0,0.0,0.0,1,T-48,van Es,Kika,Defender,,,
P-91493,0.0,0.0,0.0,0.0,0,,Lynn,Shannon,Goalkeeper,,,
P-91505,1.0,0.0,0.0,0.0,1,T-04,Gill,Kate,Forward,,,
P-91514,7.0,0.0,0.0,0.0,2,T-44,Kioka,Futaba,Midfielder,,,
P-91516,6.0,0.0,0.0,0.0,3,T-50,Kanu,Nwankwo,Forward,,,
P-91524,6.0,0.0,0.0,0.0,1,T-56,Muñante,Juan,Forward,,,
P-91529,0.0,0.0,0.0,0.0,0,,Nagy,Miklós,Forward,,,
P-91543,6.0,0.0,0.0,0.0,1,T-47,Attiyat Allah,Yahia,Defender,,,
P-91558,0.0,0.0,0.0,0.0,0,,López,Ligorio,Forward,,,
P-91562,6.0,6.0,1.0,0.0,3,T-64,Souness,Graeme,Midfielder,,,
P-91590,1.0,0.0,0.0,0.0,1,T-01,Mahrez,Riyad,Midfielder,,,
P-91602,0.0,0.0,0.0,0.0,0,,Melliti,Sofiane,Midfielder,,,
P-91608,1.0,0.0,1.0,0.0,1,T-47,Bouyboud,Abdelmajid,Forward,,,
P-91614,3.0,0.0,0.0,0.0,1,T-33,Kone,Panagiotis,Midfielder,,,
P-91620,1.0,0.0,0.0,0.0,1,T-35,Cruz,Luis,Defender,,,
P-91633,4.0,0.0,0.0,0.0,1,T-22,Terp,Lene,Forward,,,
P-91637,5.0,5.0,0.0,0.0,1,T-31,Gwinn,Giulia,Defender,,,Best Young Player
P-91649,5.0,0.0,0.0,0.0,1,T-81,Shovkovskyi,Oleksandr,Goalkeeper,,,
P-91655,3.0,0.0,1.0,0.0,1,T-65,Sané,Salif,Midfielder,,,
P-91705,0.0,0.0,0.0,0.0,0,,Åhman,Ronald,Midfielder,,,
P-91707,0.0,0.0,0.0,0.0,0,,Al-Harbi,Mansoor,Defender,,,
P-91710,3.0,0.0,2.0,0.0,1,T-13,Parraguez,Nelson,Midfielder,,,
P-91711,6.0,0.0,0.0,0.0,1,T-83,Dunn,Crystal,Defender,,,
P-91717,14.0,126.0,9.0,0.0,2,T-41,Rossi,Paolo,Forward,,,Silver Ball
P-91717,14.0,126.0,9.0,0.0,2,T-41,Rossi,Paolo,Forward,,,Golden Ball
P-91717,14.0,126.0,9.0,0.0,2,T-41,Rossi,Paolo,Forward,,,Golden Boot
P-91718,20.0,0.0,6.0,0.0,4,T-09,Cafu,not applicable,Defender,,,
P-91740,5.0,0.0,0.0,0.0,1,T-41,Giugliano,Manuela,Midfielder,,,
P-91752,0.0,0.0,0.0,0.0,0,,Rizzo,Francesco,Forward,,,
P-91753,0.0,0.0,0.0,0.0,0,,Rotbøll,Helle,Defender,,,
P-91754,1.0,0.0,0.0,0.0,1,T-38,Peyrovani,Afshin,Defender,,,
P-91786,0.0,0.0,0.0,0.0,0,,Abreu,Marco,Defender,,,
P-91793,11.0,0.0,2.0,0.0,3,T-44,Hasebe,Makoto,Midfielder,,,
P-91831,1.0,0.0,0.0,0.0,1,T-06,Vermant,Sven,Midfielder,,,
P-91832,7.0,0.0,1.0,0.0,2,T-04,Neill,Lucas,Defender,,,
P-91838,6.0,0.0,0.0,0.0,2,T-03,Vallejos,Fabiana,Forward,,,
P-91855,0.0,0.0,0.0,0.0,0,,Börjesson,Reino,Midfielder,,,
P-91871,1.0,0.0,0.0,0.0,1,T-50,Oliha,Thompson,Midfielder,,,
P-91888,3.0,0.0,1.0,0.0,1,T-84,Carini,Fabián,Goalkeeper,,,
P-91889,3.0,0.0,0.0,0.0,2,T-71,Hong,Chul,Defender,,,
P-91890,0.0,0.0,0.0,0.0,0,,Burkert,Karel,Goalkeeper,,,
P-91900,0.0,0.0,0.0,0.0,0,,Najdanović,Dragutin,Forward,,,
P-91907,3.0,0.0,0.0,0.0,2,T-74,Johansson,Sara,Forward,,,
P-91914,3.0,0.0,0.0,0.0,1,T-46,Padilla,Aarón,Forward,,,
P-91925,3.0,0.0,0.0,0.0,1,T-58,Bento,Paulo,Midfielder,,,
P-91932,3.0,0.0,0.0,0.0,1,T-10,Mladenov,Stoycho,Forward,,,
P-91945,0.0,0.0,0.0,0.0,0,,Nakachi,Mai,Midfielder,,,
P-91946,0.0,0.0,0.0,0.0,0,,Arias,Joaquín,Midfielder,,,
P-91947,0.0,0.0,0.0,0.0,0,,Lubse,Harry,Forward,,,
P-91949,4.0,0.0,1.0,0.0,1,T-50,Nwanu,Chidi,Defender,,,
P-91963,4.0,8.0,2.0,0.0,1,T-24,Streich,Joachim,Forward,,,
P-91970,5.0,0.0,1.0,0.0,1,T-73,Víctor,not applicable,Midfielder,,,
P-91976,11.0,0.0,2.0,0.0,4,T-83,Beasley,DaMarcus,Midfielder,,,
P-91979,3.0,0.0,1.0,0.0,1,T-46,Miranda,Valeria,Defender,,,
P-91983,0.0,0.0,0.0,0.0,0,,Calderón,José,Goalkeeper,,,
P-91984,0.0,0.0,0.0,0.0,0,,Bogstad,Oda Maria Hove,Goalkeeper,,,
P-91993,5.0,5.0,1.0,0.0,2,T-09,Alves,Andressa,Forward,,,
P-92000,5.0,0.0,1.0,0.0,2,T-58,Coentrão,Fábio,Defender,,,
P-92004,8.0,0.0,0.0,0.0,2,T-09,Jesus,Gabriel,Forward,,,
P-92064,5.0,0.0,0.0,0.0,1,T-83,Sanneh,Tony,Defender,,,
P-92120,0.0,0.0,0.0,0.0,0,,Teilherber,not applicable,Forward,,,
P-92121,1.0,0.0,0.0,0.0,1,T-51,Choe,Kum-chol,Forward,,,
P-92129,0.0,0.0,0.0,0.0,0,,Ou,Chuliang,Goalkeeper,,,
P-92135,2.0,0.0,0.0,0.0,1,T-22,Bah,Alexander,Defender,,,
P-92139,3.0,0.0,0.0,0.0,1,T-12,Šegota,Branko,Forward,,,
P-92146,7.0,0.0,3.0,0.0,2,T-25,de la Cruz,Ulises,Defender,,,
P-92151,6.0,0.0,0.0,0.0,2,T-63,Al-Shahrani,Ibrahim,Forward,,,
P-92154,7.0,14.0,4.0,0.0,2,T-41,Boninsegna,Roberto,Forward,,,
P-92164,7.0,0.0,1.0,0.0,2,T-51,Jong,Pok-sim,Forward,,,
P-92173,7.0,7.0,0.0,0.0,1,T-86,Hoeneß,Uli,Forward,,,
P-92179,0.0,0.0,0.0,0.0,0,,Avalos,Enrique,Forward,,,
P-92190,0.0,0.0,0.0,0.0,0,,Granath,Erik,Midfielder,,,
P-92191,0.0,0.0,0.0,0.0,0,,Källgren,Olle,Defender,,,
P-92215,3.0,0.0,1.0,0.0,1,T-71,Park,Jung-bae,Defender,,,
P-92234,0.0,0.0,0.0,0.0,0,,Gallardo,Lola,Goalkeeper,,,
P-92243,0.0,1.0,0.0,0.0,1,,Riera,Fernando,Forward,,,
P-92252,3.0,0.0,0.0,0.0,1,T-32,Kyereh,Daniel-Kofi,Midfielder,,,
P-92275,3.0,6.0,2.0,0.0,1,T-46,Domínguez,Maribel,Forward,,,
P-92279,2.0,0.0,2.0,0.0,1,T-70,Dikgacoi,Kagisho,Midfielder,,,
