home_team_id,away_team_id,home_team_name,away_team_name,total_matches,total_goals,tournament_id
T-41,T-84,Italy,Uruguay,2,3,WC-1990
T-41,T-84,Italy,Uruguay,2,3,WC-2014
T-41,T-86,Italy,West Germany,3,11,WC-1970
T-41,T-86,Italy,West Germany,3,11,WC-1978
T-41,T-86,Italy,West Germany,3,11,WC-1982
T-44,T-09,Japan,Brazil,2,6,WC-1991
T-44,T-09,Japan,Brazil,2,6,WC-2006
T-44,T-11,Japan,Cameroon,2,4,WC-2010
T-44,T-11,Japan,Cameroon,2,4,WC-2015
T-44,T-18,Japan,Croatia,3,3,WC-1998
T-44,T-18,Japan,Croatia,3,3,WC-2006
T-44,T-18,Japan,Croatia,3,3,WC-2022
T-44,T-28,Japan,England,3,9,WC-2007
T-44,T-28,Japan,England,3,9,WC-2015
T-44,T-28,Japan,England,3,9,WC-2019
T-44,T-62,Japan,Russia,2,6,WC-1999
T-44,T-62,Japan,Russia,2,6,WC-2002
T-44,T-74,Japan,Sweden,2,12,WC-1991
T-44,T-74,Japan,Sweden,2,12,WC-2011
T-44,T-83,Japan,United States,3,11,WC-1991
T-44,T-83,Japan,United States,3,11,WC-1995
T-44,T-83,Japan,United States,3,11,WC-2011
T-46,T-10,Mexico,Bulgaria,2,4,WC-1986
T-46,T-10,Mexico,Bulgaria,2,4,WC-1994
T-46,T-41,Mexico,Italy,2,4,WC-1999
T-46,T-41,Mexico,Italy,2,4,WC-2002
T-46,T-84,Mexico,Uruguay,2,1,WC-1966
T-46,T-84,Mexico,Uruguay,2,1,WC-2010
T-48,T-03,Netherlands,Argentina,5,11,WC-1974
T-48,T-03,Netherlands,Argentina,5,11,WC-1998
T-48,T-03,Netherlands,Argentina,5,11,WC-2006
T-48,T-03,Netherlands,Argentina,5,11,WC-2014
T-48,T-03,Netherlands,Argentina,5,11,WC-2022
T-48,T-09,Netherlands,Brazil,3,10,WC-1974
T-48,T-09,Netherlands,Brazil,3,10,WC-1994
T-48,T-09,Netherlands,Brazil,3,10,WC-2010
T-48,T-12,Netherlands,Canada,2,5,WC-2015
T-48,T-12,Netherlands,Canada,2,5,WC-2019
T-48,T-44,Netherlands,Japan,2,4,WC-2010
T-48,T-44,Netherlands,Japan,2,4,WC-2019
T-48,T-46,Netherlands,Mexico,2,7,WC-1998
T-48,T-46,Netherlands,Mexico,2,7,WC-2014
T-48,T-74,Netherlands,Sweden,2,1,WC-1974
T-48,T-74,Netherlands,Sweden,2,1,WC-2019
T-48,T-86,Netherlands,West Germany,2,7,WC-1974
T-48,T-86,Netherlands,West Germany,2,7,WC-1978
T-49,T-48,New Zealand,Netherlands,2,2,WC-2015
T-49,T-48,New Zealand,Netherlands,2,2,WC-2019
T-50,T-03,Nigeria,Argentina,2,8,WC-2014
T-50,T-03,Nigeria,Argentina,2,8,WC-2018
T-50,T-10,Nigeria,Bulgaria,2,4,WC-1994
T-50,T-10,Nigeria,Bulgaria,2,4,WC-1998
T-50,T-22,Nigeria,Denmark,2,7,WC-1998
T-50,T-22,Nigeria,Denmark,2,7,WC-1999
T-50,T-28,Nigeria,England,2,5,WC-1995
T-50,T-28,Nigeria,England,2,5,WC-2002
T-50,T-30,Nigeria,France,2,2,WC-2011
T-50,T-30,Nigeria,France,2,2,WC-2019
T-50,T-71,Nigeria,South Korea,2,6,WC-2010
T-50,T-71,Nigeria,South Korea,2,6,WC-2019
T-50,T-83,Nigeria,United States,2,2,WC-2007
T-50,T-83,Nigeria,United States,2,2,WC-2015
T-51,T-50,North Korea,Nigeria,2,5,WC-1999
T-51,T-50,North Korea,Nigeria,2,5,WC-2007
T-51,T-74,North Korea,Sweden,2,4,WC-2007
T-51,T-74,North Korea,Sweden,2,4,WC-2011
T-52,T-21,Northern Ireland,Czechoslovakia,2,4,WC-1958
T-53,T-12,Norway,Canada,3,18,WC-1995
T-53,T-12,Norway,Canada,3,18,WC-1999
T-53,T-12,Norway,Canada,3,18,WC-2007
T-53,T-14,Norway,China,2,6,WC-1999
T-53,T-14,Norway,China,2,6,WC-2007
T-53,T-22,Norway,Denmark,2,7,WC-1991
T-53,T-22,Norway,Denmark,2,7,WC-1995
T-53,T-28,Norway,England,3,8,WC-1995
T-53,T-28,Norway,England,3,8,WC-2015
T-53,T-28,Norway,England,3,8,WC-2019
T-53,T-50,Norway,Nigeria,2,11,WC-1995
T-53,T-50,Norway,Nigeria,2,11,WC-2019
T-53,T-83,Norway,United States,2,8,WC-1991
T-53,T-83,Norway,United States,2,8,WC-2007
T-55,T-06,Paraguay,Belgium,2,5,WC-1930
T-55,T-06,Paraguay,Belgium,2,5,WC-1986
T-57,T-03,Poland,Argentina,2,7,WC-1974
T-57,T-03,Poland,Argentina,2,7,WC-2022
T-57,T-41,Poland,Italy,2,5,WC-1974
T-57,T-41,Poland,Italy,2,5,WC-1982
T-58,T-09,Portugal,Brazil,2,4,WC-1966
T-58,T-09,Portugal,Brazil,2,4,WC-2010
T-58,T-32,Portugal,Ghana,2,8,WC-2014
T-58,T-32,Portugal,Ghana,2,8,WC-2022
T-58,T-47,Portugal,Morocco,2,5,WC-1986
T-58,T-47,Portugal,Morocco,2,5,WC-2018
T-58,T-51,Portugal,North Korea,2,15,WC-1966
T-58,T-51,Portugal,North Korea,2,15,WC-2010
T-66,T-75,Serbia,Switzerland,2,8,WC-2018
T-66,T-75,Serbia,Switzerland,2,8,WC-2022
T-71,T-41,South Korea,Italy,2,8,WC-1986
T-71,T-41,South Korea,Italy,2,8,WC-2002
T-71,T-46,South Korea,Mexico,2,7,WC-1998
T-71,T-46,South Korea,Mexico,2,7,WC-2018
T-71,T-53,South Korea,Norway,2,11,WC-2003
T-71,T-53,South Korea,Norway,2,11,WC-2019
T-71,T-73,South Korea,Spain,2,7,WC-1990
T-71,T-73,South Korea,Spain,2,7,WC-2015
T-72,T-06,Soviet Union,Belgium,2,12,WC-1970
T-72,T-06,Soviet Union,Belgium,2,12,WC-1986
T-72,T-28,Soviet Union,England,2,5,WC-1958
T-72,T-36,Soviet Union,Hungary,2,9,WC-1966
T-72,T-36,Soviet Union,Hungary,2,9,WC-1986
T-72,T-84,Soviet Union,Uruguay,2,4,WC-1962
T-72,T-84,Soviet Union,Uruguay,2,4,WC-1970
T-73,T-09,Spain,Brazil,2,5,WC-1934
T-73,T-09,Spain,Brazil,2,5,WC-1986
T-73,T-13,Spain,Chile,2,4,WC-1950
T-73,T-13,Spain,Chile,2,4,WC-2014
T-73,T-17,Spain,Costa Rica,2,9,WC-2015
T-73,T-17,Spain,Costa Rica,2,9,WC-2022
T-73,T-28,Spain,England,2,1,WC-1950
T-73,T-28,Spain,England,2,1,WC-1982
T-73,T-35,Spain,Honduras,2,4,WC-1982
T-73,T-35,Spain,Honduras,2,4,WC-2010
T-73,T-55,Spain,Paraguay,2,4,WC-1998
T-73,T-55,Spain,Paraguay,2,4,WC-2002
T-73,T-71,Spain,South Korea,2,4,WC-1994
T-73,T-71,Spain,South Korea,2,4,WC-2002
T-73,T-75,Spain,Switzerland,3,7,WC-1966
T-73,T-75,Spain,Switzerland,3,7,WC-1994
T-73,T-75,Spain,Switzerland,3,7,WC-2010
T-73,T-83,Spain,United States,2,7,WC-1950
T-73,T-83,Spain,United States,2,7,WC-2019
T-73,T-87,Spain,Yugoslavia,2,6,WC-1982
T-73,T-87,Spain,Yugoslavia,2,6,WC-1990
T-74,T-03,Sweden,Argentina,2,7,WC-1934
T-74,T-03,Sweden,Argentina,2,7,WC-2002
T-74,T-09,Sweden,Brazil,2,2,WC-1994
T-74,T-09,Sweden,Brazil,2,2,WC-1995
T-74,T-10,Sweden,Bulgaria,2,4,WC-1974
T-74,T-10,Sweden,Bulgaria,2,4,WC-1994
T-74,T-12,Sweden,Canada,2,4,WC-2003
T-74,T-12,Sweden,Canada,2,4,WC-2019
T-74,T-28,Sweden,England,2,6,WC-2006
T-74,T-28,Sweden,England,2,6,WC-2018
T-74,T-31,Sweden,Germany,2,9,WC-1991
T-74,T-31,Sweden,Germany,2,9,WC-1995
T-74,T-50,Sweden,Nigeria,3,12,WC-2002
T-74,T-50,Sweden,Nigeria,3,12,WC-2003
T-74,T-50,Sweden,Nigeria,3,12,WC-2015
T-74,T-55,Sweden,Paraguay,2,5,WC-1950
T-74,T-55,Sweden,Paraguay,2,5,WC-2006
T-74,T-83,Sweden,United States,4,12,WC-1991
T-74,T-83,Sweden,United States,4,12,WC-2007
T-74,T-83,Sweden,United States,4,12,WC-2011
T-74,T-83,Sweden,United States,4,12,WC-2019
T-74,T-84,Sweden,Uruguay,2,4,WC-1970
T-74,T-84,Sweden,Uruguay,2,4,WC-1974
T-75,T-11,Switzerland,Cameroon,2,4,WC-2015
T-75,T-11,Switzerland,Cameroon,2,4,WC-2022
T-75,T-25,Switzerland,Ecuador,2,14,WC-2014
T-75,T-25,Switzerland,Ecuador,2,14,WC-2015
T-75,T-31,Switzerland,Germany,2,8,WC-1938
T-75,T-41,Switzerland,Italy,2,8,WC-1954
T-83,T-04,United States,Australia,2,9,WC-1995
T-83,T-04,United States,Australia,2,9,WC-2015
T-83,T-09,United States,Brazil,2,6,WC-1999
T-83,T-09,United States,Brazil,2,6,WC-2007
T-83,T-14,United States,China,2,6,WC-1995
T-83,T-14,United States,China,2,6,WC-1999
T-83,T-16,United States,Colombia,3,8,WC-1994
T-83,T-16,United States,Colombia,3,8,WC-2011
T-83,T-16,United States,Colombia,3,8,WC-2015
T-83,T-22,United States,Denmark,2,5,WC-1995
T-83,T-22,United States,Denmark,2,5,WC-1999
T-83,T-28,United States,England,2,4,WC-1950
T-83,T-28,United States,England,2,4,WC-2007
T-83,T-31,United States,Germany,4,11,WC-1999
