tournament_id,player_id,goals_scored,family_name,given_name,position,tournament_name,team_name,team_code,award_name,rank,tournaments_participated,avg_goals_per_tournament
WC-1930,P-05470,1,Laurent,Lucien,Forward,1930 FIFA Men's World Cup,,,,19.0,,1.0
WC-1930,P-06201,1,Vargas Peña,Luis,Forward,1930 FIFA Men's World Cup,,,,19.0,,1.0
WC-1930,P-06424,1,Brown,Jim,Forward,1930 FIFA Men's World Cup,,,,19.0,,1.0
WC-1930,P-08459,2,Subiabre,Guillermo,Forward,1930 FIFA Men's World Cup,,,,9.0,,2.0
WC-1930,P-18615,1,Stanciu,Constantin,Forward,1930 FIFA Men's World Cup,,,,19.0,,1.0
WC-1930,P-18628,5,Cea,Pedro,Forward,1930 FIFA Men's World Cup,,,Silver Boot,2.0,,5.0
WC-1930,P-23897,1,Evaristo,Mario,Forward,1930 FIFA Men's World Cup,,,,19.0,,1.0
WC-1930,P-25760,2,Monti,Luis,Midfielder,1930 FIFA Men's World Cup,,,,9.0,,2.0
WC-1930,P-31066,1,Gayón,Roberto,Forward,1930 FIFA Men's World Cup,,,,19.0,,1.0
WC-1930,P-31959,2,Iriarte,Santos,Forward,1930 FIFA Men's World Cup,,,,9.0,,2.0
WC-1930,P-33565,2,Vujadinović,Đorđe,Forward,1930 FIFA Men's World Cup,,,,9.0,,2.0
WC-1930,P-37326,1,Varallo,Francisco,Forward,1930 FIFA Men's World Cup,,,,19.0,,1.0
WC-1930,P-37361,1,Florie,Tom,Midfielder,1930 FIFA Men's World Cup,,,,19.0,,1.0
WC-1930,P-38674,2,Dorado,Pablo,Forward,1930 FIFA Men's World Cup,,,,9.0,,2.0
WC-1930,P-43349,1,Tirnanić,Aleksandar,Forward,1930 FIFA Men's World Cup,,,,19.0,,1.0
WC-1930,P-43734,3,Bek,Ivan,Forward,1930 FIFA Men's World Cup,,,,4.0,,3.0
WC-1930,P-44010,1,Souza Ferreira,Luis,Forward,1930 FIFA Men's World Cup,,,,19.0,,1.0
WC-1930,P-44201,1,Scarone,Héctor,Forward,1930 FIFA Men's World Cup,,,,19.0,,1.0
WC-1930,P-44916,1,Scopelli,Alejandro,Forward,1930 FIFA Men's World Cup,,,,19.0,,1.0
WC-1930,P-54697,2,Castro,Héctor,Forward,1930 FIFA Men's World Cup,,,,9.0,,2.0
WC-1930,P-56486,8,Stábile,Guillermo,Forward,1930 FIFA Men's World Cup,Argentina,ARG,Golden Boot,1.0,,8.0
WC-1930,P-57352,3,Anselmo,Peregrino,Forward,1930 FIFA Men's World Cup,,,,4.0,,3.0
WC-1930,P-60620,2,Maschinot,André,Forward,1930 FIFA Men's World Cup,,,,9.0,,2.0
WC-1930,P-61338,2,Vidal,Carlos,Forward,1930 FIFA Men's World Cup,,,,9.0,,2.0
WC-1930,P-65185,1,McGhee,Bart,Forward,1930 FIFA Men's World Cup,,,,19.0,,1.0
WC-1930,P-70166,3,Peucelle,Carlos,Forward,1930 FIFA Men's World Cup,,,,4.0,,3.0
WC-1930,P-70294,1,Kovács,Miklós,Forward,1930 FIFA Men's World Cup,,,,19.0,,1.0
WC-1930,P-71973,4,Patenaude,Bert,Forward,1930 FIFA Men's World Cup,,,Bronze Boot,3.0,,4.0
WC-1930,P-75929,1,Marjanović,Blagoje,Forward,1930 FIFA Men's World Cup,,,,19.0,,1.0
WC-1930,P-76546,2,Zumelzú,Adolfo,Midfielder,1930 FIFA Men's World Cup,,,,9.0,,2.0
WC-1930,P-83987,2,Moderato,not applicable,Forward,1930 FIFA Men's World Cup,,,,9.0,,2.0
WC-1930,P-89481,3,Rosas,Manuel,Defender,1930 FIFA Men's World Cup,,,,4.0,,3.0
WC-1930,P-91171,3,Preguinho,not applicable,Forward,1930 FIFA Men's World Cup,,,,4.0,,3.0
WC-1930,P-91295,1,Deşu,Adalbert,Forward,1930 FIFA Men's World Cup,,,,19.0,,1.0
WC-1930,P-94135,1,Carreño,Juan,Forward,1930 FIFA Men's World Cup,,,,19.0,,1.0
WC-1930,P-99087,1,Langiller,Marcel,Forward,1930 FIFA Men's World Cup,,,,19.0,,1.0
WC-1934,P-02091,1,Kroon,Knut,Forward,1934 FIFA Men's World Cup,,,,17.0,,1.0
WC-1934,P-03545,1,Guaita,Enrique,Forward,1934 FIFA Men's World Cup,,,,17.0,,1.0
WC-1934,P-03638,3,Orsi,Raimundo,Forward,1934 FIFA Men's World Cup,,,,4.0,,3.0
WC-1934,P-04241,1,Kobierski,Stanislaus,Forward,1934 FIFA Men's World Cup,,,,17.0,,1.0
WC-1934,P-05609,1,Sesta,Karl,Defender,1934 FIFA Men's World Cup,,,,17.0,,1.0
WC-1934,P-05719,1,Zischek,Karl,Forward,1934 FIFA Men's World Cup,,,,17.0,,1.0
WC-1934,P-09730,1,Leônidas,not applicable,Forward,1934 FIFA Men's World Cup,Brazil,BRA,Golden Boot,17.0,2.0,4.0
WC-1934,P-11019,1,Belis,Ernesto,Defender,1934 FIFA Men's World Cup,,,,17.0,,1.0
WC-1934,P-11520,1,Vincze,Jenő,Forward,1934 FIFA Men's World Cup,,,,17.0,,1.0
WC-1934,P-11865,1,Sindelar,Matthias,Forward,1934 FIFA Men's World Cup,,,,17.0,,1.0
WC-1934,P-13166,1,Verriest,Georges,Midfielder,1934 FIFA Men's World Cup,,,,17.0,,1.0
WC-1934,P-13470,1,Svoboda,František,Forward,1934 FIFA Men's World Cup,,,,17.0,,1.0
WC-1934,P-28239,2,Fawzi,Abdulrahman,Forward,1934 FIFA Men's World Cup,,,,6.0,,2.0
WC-1934,P-30818,1,Noack,Rudolf,Forward,1934 FIFA Men's World Cup,,,,17.0,,1.0
WC-1934,P-34536,2,Meazza,Giuseppe,Midfielder,1934 FIFA Men's World Cup,,,,6.0,2.0,1.5
WC-1934,P-38753,2,Lehner,Ernst,Forward,1934 FIFA Men's World Cup,,,,6.0,,2.0
WC-1934,P-39512,2,Ferrari,Giovanni,Forward,1934 FIFA Men's World Cup,,,,6.0,,2.0
WC-1934,P-40752,1,Regueiro,Luis,Forward,1934 FIFA Men's World Cup,,,,17.0,,1.0
WC-1934,P-42669,1,Teleki,Pál,Forward,1934 FIFA Men's World Cup,,,,17.0,,1.0
WC-1934,P-51219,2,Puč,Antonín,Forward,1934 FIFA Men's World Cup,,,,6.0,,2.0
WC-1934,P-51668,1,Bican,Josef,Forward,1934 FIFA Men's World Cup,,,,17.0,,1.0
WC-1934,P-51711,2,Horvath,Johann,Forward,1934 FIFA Men's World Cup,,,,6.0,,2.0
WC-1934,P-53238,1,Siffling,Otto,Forward,1934 FIFA Men's World Cup,,,,17.0,,1.0
WC-1934,P-55392,1,Vente,Leen,Forward,1934 FIFA Men's World Cup,,,,17.0,,1.0
WC-1934,P-55855,1,Dobay,Ștefan,Forward,1934 FIFA Men's World Cup,,,,17.0,2.0,1.5
WC-1934,P-56231,2,Hohmann,Karl,Midfielder,1934 FIFA Men's World Cup,,,,6.0,,2.0
WC-1934,P-56703,4,Schiavio,Angelo,Forward,1934 FIFA Men's World Cup,,,Silver Boot,2.0,,4.0
WC-1934,P-58205,1,Jäggi,Willy,Forward,1934 FIFA Men's World Cup,,,,17.0,,1.0
WC-1934,P-58983,1,Sobotka,Jiří,Forward,1934 FIFA Men's World Cup,,,,17.0,,1.0
WC-1934,P-60513,5,Nejedlý,Oldřich,Forward,1934 FIFA Men's World Cup,Czechoslovakia,CSK,Golden Boot,1.0,2.0,3.5
WC-1934,P-60977,2,Toldi,Géza,Forward,1934 FIFA Men's World Cup,,,,6.0,2.0,1.5
WC-1934,P-61839,1,Galateo,Alberto,Forward,1934 FIFA Men's World Cup,,,,17.0,,1.0
WC-1934,P-64059,2,Iraragorri,José,Forward,1934 FIFA Men's World Cup,,,,6.0,,2.0
WC-1934,P-69133,1,Lángara,Isidro,Forward,1934 FIFA Men's World Cup,,,,17.0,,1.0
WC-1934,P-70804,1,Nicolas,Jean,Forward,1934 FIFA Men's World Cup,,,,17.0,2.0,1.5
WC-1934,P-75829,1,Donelli,Aldo,Forward,1934 FIFA Men's World Cup,,,,17.0,,1.0
WC-1934,P-77348,4,Conen,Edmund,Forward,1934 FIFA Men's World Cup,,,Silver Boot,2.0,,4.0
WC-1934,P-79374,2,Jonasson,Sven,Forward,1934 FIFA Men's World Cup,,,,6.0,2.0,1.5
WC-1934,P-83366,1,Dunker,Gösta,Forward,1934 FIFA Men's World Cup,,,,17.0,,1.0
WC-1934,P-85334,1,Abegglen,André,Forward,1934 FIFA Men's World Cup,,,,17.0,2.0,2.0
WC-1934,P-85443,2,Voorhoof,Bernard,Forward,1934 FIFA Men's World Cup,,,,6.0,,2.0
WC-1934,P-85884,1,Smit,Kick,Forward,1934 FIFA Men's World Cup,,,,17.0,,1.0
WC-1934,P-87474,1,Schall,Anton,Forward,1934 FIFA Men's World Cup,,,,17.0,,1.0
WC-1934,P-88416,3,Kielholz,Leopold,Forward,1934 FIFA Men's World Cup,,,,4.0,,3.0
WC-1934,P-89034,1,Sárosi,György,Forward,1934 FIFA Men's World Cup,,,Silver Boot,17.0,2.0,3.0
WC-1938,P-02281,1,Veinante,Émile,Forward,1938 FIFA Men's World Cup,,,,18.0,,1.0
WC-1938,P-03499,1,Isemborghs,Hendrik,Forward,1938 FIFA Men's World Cup,,,,18.0,,1.0
WC-1938,P-07024,1,Brustad,Arne,Forward,1938 FIFA Men's World Cup,,,,18.0,,1.0
WC-1938,P-09730,7,Leônidas,not applicable,Forward,1938 FIFA Men's World Cup,Brazil,BRA,Golden Boot,1.0,2.0,4.0
WC-1938,P-13828,4,Wilimowski,Ernst,Forward,1938 FIFA Men's World Cup,,,,5.0,,4.0
WC-1938,P-15763,1,Gauchel,Josef,Forward,1938 FIFA Men's World Cup,,,,18.0,,1.0
WC-1938,P-24305,2,Titkos,Pál,Forward,1938 FIFA Men's World Cup,,,,14.0,,2.0
WC-1938,P-27945,1,Zeman,Josef,Forward,1938 FIFA Men's World Cup,,,,18.0,,1.0
WC-1938,P-28958,1,Bindea,Silviu,Forward,1938 FIFA Men's World Cup,,,,18.0,,1.0
WC-1938,P-34536,1,Meazza,Giuseppe,Midfielder,1938 FIFA Men's World Cup,,,,18.0,2.0,1.5
WC-1938,P-38092,3,Andersson,Harry,Forward,1938 FIFA Men's World Cup,,,,7.0,,3.0
WC-1938,P-42031,1,Lörtscher,Ernst,Midfielder,1938 FIFA Men's World Cup,,,,18.0,,1.0
WC-1938,P-44339,3,Romeu,not applicable,Forward,1938 FIFA Men's World Cup,,,,7.0,,3.0
WC-1938,P-50918,1,Bickel,Alfred,Forward,1938 FIFA Men's World Cup,,,,18.0,,1.0
WC-1938,P-53466,1,Hahnemann,Wilhelm,Forward,1938 FIFA Men's World Cup,,,,18.0,,1.0
WC-1938,P-53740,1,Kohut,Vilmos,Forward,1938 FIFA Men's World Cup,,,,18.0,,1.0
WC-1938,P-53978,1,Košťálek,Josef,Midfielder,1938 FIFA Men's World Cup,,,,18.0,,1.0
WC-1938,P-55855,2,Dobay,Ștefan,Forward,1938 FIFA Men's World Cup,,,,14.0,2.0,1.5
WC-1938,P-56223,1,Magriñá,José,Forward,1938 FIFA Men's World Cup,,,,18.0,,1.0
WC-1938,P-58640,1,Ferraris,Pietro,Forward,1938 FIFA Men's World Cup,,,,18.0,,1.0
WC-1938,P-58656,1,Baratky,Iuliu,Forward,1938 FIFA Men's World Cup,,,,18.0,,1.0
WC-1938,P-58852,3,Wetterström,Gustav,Forward,1938 FIFA Men's World Cup,,,,7.0,,3.0
WC-1938,P-60513,2,Nejedlý,Oldřich,Forward,1938 FIFA Men's World Cup,Czechoslovakia,CSK,Golden Boot,14.0,2.0,3.5
WC-1938,P-60977,1,Toldi,Géza,Forward,1938 FIFA Men's World Cup,,,,18.0,2.0,1.5
WC-1938,P-64425,1,Kopecký,Vlastimil,Midfielder,1938 FIFA Men's World Cup,,,,18.0,,1.0
WC-1938,P-65885,5,Piola,Silvio,Forward,1938 FIFA Men's World Cup,,,Silver Boot,2.0,,5.0
WC-1938,P-67652,5,Zsengellér,Gyula,Forward,1938 FIFA Men's World Cup,,,Silver Boot,2.0,,5.0
WC-1938,P-70804,2,Nicolas,Jean,Forward,1938 FIFA Men's World Cup,,,,14.0,2.0,1.5
WC-1938,P-70927,3,Perácio,not applicable,Forward,1938 FIFA Men's World Cup,,,,7.0,,3.0
WC-1938,P-72075,1,Scherfke,Fryderyk,Forward,1938 FIFA Men's World Cup,,,,18.0,,1.0
WC-1938,P-76066,4,Colaussi,Gino,Forward,1938 FIFA Men's World Cup,,,,5.0,,4.0
WC-1938,P-77302,1,Fernández,Tomás,Forward,1938 FIFA Men's World Cup,,,,18.0,,1.0
WC-1938,P-77922,3,Socorro,Héctor,Forward,1938 FIFA Men's World Cup,,,,7.0,,3.0
WC-1938,P-78235,1,Heisserer,Oscar,Forward,1938 FIFA Men's World Cup,,,,18.0,,1.0
WC-1938,P-79374,1,Jonasson,Sven,Forward,1938 FIFA Men's World Cup,,,,18.0,2.0,1.5
WC-1938,P-81006,1,Walaschek,Eugen,Forward,1938 FIFA Men's World Cup,,,,18.0,,1.0
WC-1938,P-81322,1,Roberto,not applicable,Forward,1938 FIFA Men's World Cup,,,,18.0,,1.0
WC-1938,P-85334,3,Abegglen,André,Forward,1938 FIFA Men's World Cup,,,,7.0,2.0,2.0
WC-1938,P-89034,5,Sárosi,György,Forward,1938 FIFA Men's World Cup,,,Silver Boot,2.0,2.0,3.0
WC-1938,P-90805,1,Jacobsson,Sven,Midfielder,1938 FIFA Men's World Cup,,,,18.0,,1.0
WC-1938,P-94204,1,Keller,Tore,Forward,1938 FIFA Men's World Cup,,,,18.0,,1.0
WC-1938,P-97601,3,Nyberg,Arne,Forward,1938 FIFA Men's World Cup,,,,7.0,,3.0
WC-1950,P-00152,1,Pandolfini,Egisto,Forward,1950 FIFA Men's World Cup,,,,21.0,2.0,1.0
WC-1950,P-03089,2,Jeppson,Hasse,Forward,1950 FIFA Men's World Cup,,,,10.0,,2.0
WC-1950,P-07620,2,Tomašević,Kosta,Forward,1950 FIFA Men's World Cup,,,,10.0,,2.0
WC-1950,P-14657,1,Robledo,George,Forward,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1950,P-16302,4,Ghiggia,Alcides,Forward,1950 FIFA Men's World Cup,,,Bronze Boot,3.0,,4.0
WC-1950,P-17754,2,Baltazar,not applicable,Forward,1950 FIFA Men's World Cup,,,,10.0,2.0,1.5
WC-1950,P-18523,5,Míguez,Oscar,Forward,1950 FIFA Men's World Cup,,,Silver Boot,2.0,2.0,4.0
WC-1950,P-21738,1,Friaça,not applicable,Forward,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1950,P-22131,1,Casarín,Horacio,Forward,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1950,P-22428,4,Chico,not applicable,Forward,1950 FIFA Men's World Cup,,,Bronze Boot,3.0,,4.0
WC-1950,P-23914,2,Čajkovski,Željko,Forward,1950 FIFA Men's World Cup,,,,10.0,,2.0
WC-1950,P-24336,2,Igoa,Silvestre,Forward,1950 FIFA Men's World Cup,,,,10.0,,2.0
WC-1950,P-26928,4,Basora,Estanislau,Forward,1950 FIFA Men's World Cup,,,Bronze Boot,3.0,,4.0
WC-1950,P-31665,1,López,Atilio,Forward,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1950,P-36239,1,Vidal,Ernesto,Forward,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1950,P-36858,1,Ortiz,Héctor,Midfielder,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1950,P-37569,1,Wallace,Frank,Forward,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1950,P-38873,3,Schiaffino,Juan Alberto,Forward,1950 FIFA Men's World Cup,,,,7.0,2.0,2.5
WC-1950,P-44754,2,Jair,not applicable,Forward,1950 FIFA Men's World Cup,,,,10.0,,2.0
WC-1950,P-49381,9,Ademir,not applicable,Forward,1950 FIFA Men's World Cup,Brazil,BRA,Golden Boot,1.0,,9.0
WC-1950,P-49869,1,Muccinelli,Ermes,Forward,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1950,P-50931,1,Mitić,Rajko,Forward,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1950,P-51460,2,Carapellese,Riccardo,Forward,1950 FIFA Men's World Cup,,,,10.0,,2.0
WC-1950,P-52190,3,Palmér,Karl-Erik,Forward,1950 FIFA Men's World Cup,,,,7.0,,3.0
WC-1950,P-56453,1,Prieto,Andrés,Forward,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1950,P-59276,1,Maca,Joe,Defender,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1950,P-59295,1,Mellberg,Bror,Forward,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1950,P-62622,1,Gaetjens,Joe,Forward,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1950,P-65220,4,Zarra,Telmo,Forward,1950 FIFA Men's World Cup,,,Bronze Boot,3.0,,4.0
WC-1950,P-65940,1,Varela,Obdulio,Midfielder,1950 FIFA Men's World Cup,,,,21.0,2.0,1.0
WC-1950,P-69750,1,Bader,René,Forward,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1950,P-71516,1,Mannion,Wilf,Forward,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1950,P-73743,2,Zizinho,not applicable,Forward,1950 FIFA Men's World Cup,,,,10.0,,2.0
WC-1950,P-80623,2,Fatton,Jacques,Forward,1950 FIFA Men's World Cup,,,,10.0,2.0,1.5
WC-1950,P-83086,1,Alfredo,not applicable,Forward,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1950,P-83431,1,Bobek,Stjepan,Midfielder,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1950,P-84660,1,Pérez,Julio,Forward,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1950,P-86320,2,Cremaschi,Atilio,Forward,1950 FIFA Men's World Cup,,,,10.0,,2.0
WC-1950,P-87073,3,Sundqvist,Stig,Forward,1950 FIFA Men's World Cup,,,,7.0,,3.0
WC-1950,P-87730,1,Ognjanov,Tihomir,Forward,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1950,P-88982,1,Pariani,Gino,Forward,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1950,P-89453,1,Mortensen,Stan,Forward,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1950,P-91027,2,Andersson,Sune,Midfielder,1950 FIFA Men's World Cup,,,,10.0,,2.0
WC-1950,P-92243,1,Riera,Fernando,Forward,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1950,P-95911,1,Fretes,César López,Forward,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1950,P-98547,1,Antenen,Charles,Forward,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1950,P-99436,1,Maneca,not applicable,Forward,1950 FIFA Men's World Cup,,,,21.0,,1.0
WC-1954,P-00042,1,Milutinović,Miloš,Forward,1954 FIFA Men's World Cup,,,,33.0,,1.0
WC-1954,P-00152,1,Pandolfini,Egisto,Forward,1954 FIFA Men's World Cup,,,,33.0,2.0,1.0
WC-1954,P-01173,4,Hidegkuti,Nándor,Forward,1954 FIFA Men's World Cup,,,,5.0,,4.0
WC-1954,P-04447,1,Ertan,Mustafa,Defender,1954 FIFA Men's World Cup,,,,33.0,,1.0
WC-1954,P-04515,3,Sargun,Burhan,Forward,1954 FIFA Men's World Cup,,,,12.0,,3.0
WC-1954,P-05766,6,Morlock,Max,Forward,1954 FIFA Men's World Cup,,,Silver Boot,2.0,,6.0
WC-1954,P-07028,11,Kocsis,Sándor,Forward,1954 FIFA Men's World Cup,Hungary,HUN,Golden Boot,1.0,,11.0
WC-1954,P-08136,4,Rahn,Helmut,Forward,1954 FIFA Men's World Cup,,,Silver Boot,5.0,2.0,5.0
WC-1954,P-08966,2,Julinho,not applicable,Forward,1954 FIFA Men's World Cup,,,,22.0,,2.0
WC-1954,P-09973,3,Walter,Fritz,Midfielder,1954 FIFA Men's World Cup,,,,12.0,,3.0
WC-1954,P-10601,3,Hohberg,Juan,Forward,1954 FIFA Men's World Cup,,,,12.0,,3.0
WC-1954,P-12676,4,Puskás,Ferenc,Forward,1954 FIFA Men's World Cup,,,,5.0,,4.0
WC-1954,P-14406,6,Hügi,Josef,Forward,1954 FIFA Men's World Cup,,,Silver Boot,2.0,,6.0
WC-1954,P-15387,2,Pinga,not applicable,Forward,1954 FIFA Men's World Cup,,,,22.0,,2.0
WC-1954,P-15472,1,Keskin,Erol,Forward,1954 FIFA Men's World Cup,,,,33.0,,1.0
WC-1954,P-17534,1,Nesti,Fulvio,Midfielder,1954 FIFA Men's World Cup,,,,33.0,,1.0
WC-1954,P-17754,1,Baltazar,not applicable,Forward,1954 FIFA Men's World Cup,,,,33.0,2.0,1.5
WC-1954,P-18523,3,Míguez,Oscar,Forward,1954 FIFA Men's World Cup,,,Silver Boot,12.0,2.0,4.0
WC-1954,P-23830,1,Tóth,József,Forward,1954 FIFA Men's World Cup,,,,33.0,,1.0
WC-1954,P-25319,1,Wilshaw,Dennis,Forward,1954 FIFA Men's World Cup,,,,33.0,,1.0
WC-1954,P-26664,1,Coppens,Henri,Forward,1954 FIFA Men's World Cup,,,,33.0,,1.0
WC-1954,P-26700,2,Körner,Alfred,Forward,1954 FIFA Men's World Cup,,,,22.0,2.0,1.5
WC-1954,P-29493,2,Lantos,Mihály,Defender,1954 FIFA Men's World Cup,,,,22.0,,2.0
WC-1954,P-32442,1,Galli,Carlo,Forward,1954 FIFA Men's World Cup,,,,33.0,,1.0
WC-1954,P-33698,1,Klodt,Bernhard,Forward,1954 FIFA Men's World Cup,,,,33.0,,1.0
WC-1954,P-35865,3,Wagner,Theodor,Forward,1954 FIFA Men's World Cup,,,,12.0,,3.0
WC-1954,P-38873,2,Schiaffino,Juan Alberto,Forward,1954 FIFA Men's World Cup,,,,22.0,2.0,2.5
WC-1954,P-42138,2,Palotás,Péter,Forward,1954 FIFA Men's World Cup,,,,22.0,,2.0
WC-1954,P-45203,1,Lorenzi,Benito,Forward,1954 FIFA Men's World Cup,,,,33.0,,1.0
WC-1954,P-49092,1,Dickinson,Jimmy,Midfielder,1954 FIFA Men's World Cup,,,,33.0,,1.0
WC-1954,P-51339,3,Stojaspal,Ernst,Forward,1954 FIFA Men's World Cup,,,,12.0,,3.0
WC-1954,P-52002,1,Santos,Djalma,Defender,1954 FIFA Men's World Cup,,,,33.0,,1.0
WC-1954,P-53183,1,Lamadrid,José Luis,Forward,1954 FIFA Men's World Cup,,,,33.0,,1.0
WC-1954,P-53255,1,Cárdenas,Raúl,Defender,1954 FIFA Men's World Cup,,,,33.0,,1.0
WC-1954,P-53882,2,Ocwirk,Ernst,Midfielder,1954 FIFA Men's World Cup,,,,22.0,,2.0
WC-1954,P-57739,1,Pfaff,Alfred,Midfielder,1954 FIFA Men's World Cup,,,,33.0,,1.0
WC-1954,P-58241,1,Herrmann,Richard,Forward,1954 FIFA Men's World Cup,,,,33.0,,1.0
WC-1954,P-63184,4,Schäfer,Hans,Forward,1954 FIFA Men's World Cup,,,,5.0,2.0,3.5
WC-1954,P-63738,4,Ballaman,Robert,Forward,1954 FIFA Men's World Cup,,,,5.0,,4.0
WC-1954,P-64967,1,Frignani,Amleto,Forward,1954 FIFA Men's World Cup,,,,33.0,,1.0
WC-1954,P-65940,1,Varela,Obdulio,Midfielder,1954 FIFA Men's World Cup,,,,33.0,2.0,1.0
WC-1954,P-66576,1,Balcázar,Tomás,Forward,1954 FIFA Men's World Cup,,,,33.0,,1.0
WC-1954,P-66683,1,Ambrois,Javier,Forward,1954 FIFA Men's World Cup,,,,33.0,,1.0
WC-1954,P-71884,3,Mamat,Suat,Forward,1954 FIFA Men's World Cup,,,,12.0,,3.0
WC-1954,P-71954,4,Walter,Ottmar,Forward,1954 FIFA Men's World Cup,,,,5.0,,4.0
WC-1954,P-74352,1,Zebec,Branko,Defender,1954 FIFA Men's World Cup,,,,33.0,,1.0
WC-1954,P-75209,1,Boniperti,Giampiero,Forward,1954 FIFA Men's World Cup,,,,33.0,,1.0
WC-1954,P-76740,2,Didi,not applicable,Midfielder,1954 FIFA Men's World Cup,,,,22.0,2.0,1.5
WC-1954,P-78277,2,Abbadie,Julio,Forward,1954 FIFA Men's World Cup,,,,22.0,,2.0
WC-1954,P-78417,1,Vincent,Jean,Forward,1954 FIFA Men's World Cup,,,,33.0,2.0,1.0
WC-1954,P-78579,1,Horvat,Ivica,Defender,1954 FIFA Men's World Cup,,,,33.0,,1.0
WC-1954,P-80623,1,Fatton,Jacques,Forward,1954 FIFA Men's World Cup,,,,33.0,2.0,1.5
WC-1954,P-81234,3,Lofthouse,Nat,Forward,1954 FIFA Men's World Cup,,,,12.0,,3.0
WC-1954,P-82512,1,Mullen,Jimmy,Forward,1954 FIFA Men's World Cup,,,,33.0,,1.0
WC-1954,P-85257,6,Probst,Erich,Midfielder,1954 FIFA Men's World Cup,,,Silver Boot,2.0,,6.0
WC-1954,P-86813,1,Finney,Tom,Forward,1954 FIFA Men's World Cup,,,,33.0,2.0,1.0
WC-1954,P-88758,2,Broadis,Ivor,Forward,1954 FIFA Men's World Cup,,,,22.0,,2.0
WC-1954,P-90496,4,Borges,Carlos,Forward,1954 FIFA Men's World Cup,,,,5.0,,4.0
WC-1954,P-92456,2,Küçükandonyadis,Lefter,Forward,1954 FIFA Men's World Cup,,,,22.0,,2.0
WC-1954,P-92883,1,Cruz,Luis,Midfielder,1954 FIFA Men's World Cup,,,,33.0,,1.0
WC-1954,P-93334,3,Czibor,Zoltán,Forward,1954 FIFA Men's World Cup,,,,12.0,,3.0
WC-1954,P-94605,1,Kopa,Raymond,Midfielder,1954 FIFA Men's World Cup,,,,33.0,2.0,2.0
WC-1954,P-99158,3,Anoul,Léopold,Forward,1954 FIFA Men's World Cup,,,,12.0,,3.0
WC-1958,P-03578,1,Haynes,Johnny,Forward,1958 FIFA Men's World Cup,,,,30.0,,1.0
WC-1958,P-07282,1,Murray,Jimmy,Forward,1958 FIFA Men's World Cup,,,,30.0,,1.0
WC-1958,P-08136,6,Rahn,Helmut,Forward,1958 FIFA Men's World Cup,,,Silver Boot,2.0,2.0,5.0
WC-1958,P-08451,1,Douis,Yvon,Forward,1958 FIFA Men's World Cup,,,,30.0,,1.0
WC-1958,P-10223,1,Belmonte,Jaime,Defender,1958 FIFA Men's World Cup,,,,30.0,,1.0
WC-1958,P-10338,2,Liedholm,Nils,Midfielder,1958 FIFA Men's World Cup,,,,16.0,,2.0
WC-1958,P-11702,1,Ivanov,Valentin,Forward,1958 FIFA Men's World Cup,Soviet Union,SUN,Golden Boot,30.0,7.0,3.5714285714285716
WC-1958,P-12687,1,Charles,John,Forward,1958 FIFA Men's World Cup,,,,30.0,,1.0
WC-1958,P-17292,2,Agüero,Juan Bautista,Forward,1958 FIFA Men's World Cup,,,,16.0,,2.0
WC-1958,P-19215,1,Mudie,Jackie,Forward,1958 FIFA Men's World Cup,,,,30.0,,1.0
WC-1958,P-19817,2,Amarilla,Florencio,Forward,1958 FIFA Men's World Cup,,,,16.0,,2.0
WC-1958,P-20173,4,Hamrin,Kurt,Midfielder,1958 FIFA Men's World Cup,,,,7.0,,4.0
WC-1958,P-20645,1,Avio,Ludovico,Forward,1958 FIFA Men's World Cup,,,,30.0,,1.0
WC-1958,P-22636,2,Parodi,José,Forward,1958 FIFA Men's World Cup,,,,16.0,,2.0
WC-1958,P-24259,1,Rajkov,Zdravko,Midfielder,1958 FIFA Men's World Cup,,,,30.0,,1.0
WC-1958,P-26700,1,Körner,Alfred,Forward,1958 FIFA Men's World Cup,,,,30.0,2.0,1.5
