match_id,home_team_id,home_team_name,away_team_id,away_team_name,tournament_id,home_team_score,away_team_score
M-1986-02,T-73,Spain,T-09,Brazil,WC-1986,0,1
M-1986-03,T-12,Canada,T-30,France,WC-1986,0,1
M-1986-04,T-03,Argentina,T-71,South Korea,WC-1986,3,1
M-1986-05,T-72,Soviet Union,T-36,Hungary,WC-1986,6,0
M-1986-07,T-06,Belgium,T-46,Mexico,WC-1986,1,2
M-1986-09,T-58,Portugal,T-28,England,WC-1986,1,0
M-1986-11,T-84,Uruguay,T-86,West Germany,WC-1986,1,1
M-1986-13,T-41,Italy,T-03,Argentina,WC-1986,1,1
M-1986-27,T-03,Argentina,T-10,Bulgaria,WC-1986,2,0
M-1986-28,T-71,South Korea,T-41,Italy,WC-1986,2,3
M-1986-30,T-55,Paraguay,T-06,Belgium,WC-1986,2,2
M-1986-32,T-58,Portugal,T-47,Morocco,WC-1986,1,3
M-1986-37,T-46,Mexico,T-10,Bulgaria,WC-1986,2,0
M-1986-38,T-72,Soviet Union,T-06,Belgium,WC-1986,3,4
M-1986-39,T-09,Brazil,T-57,Poland,WC-1986,4,0
M-1986-41,T-41,Italy,T-30,France,WC-1986,0,2
M-1986-43,T-28,England,T-55,Paraguay,WC-1986,3,0
M-1986-45,T-09,Brazil,T-30,France,WC-1986,1,1
M-1986-46,T-86,West Germany,T-46,Mexico,WC-1986,0,0
M-1986-47,T-03,Argentina,T-28,England,WC-1986,2,1
M-1986-49,T-30,France,T-86,West Germany,WC-1986,0,2
M-1986-50,T-03,Argentina,T-06,Belgium,WC-1986,2,0
M-1986-51,T-06,Belgium,T-30,France,WC-1986,2,4
M-1986-52,T-03,Argentina,T-86,West Germany,WC-1986,3,2
M-1990-04,T-41,Italy,T-05,Austria,WC-1990,1,0
M-1990-06,T-09,Brazil,T-74,Sweden,WC-1990,2,1
M-1990-07,T-86,West Germany,T-87,Yugoslavia,WC-1990,4,1
M-1990-10,T-06,Belgium,T-71,South Korea,WC-1990,2,0
M-1990-12,T-84,Uruguay,T-73,Spain,WC-1990,0,0
