year,tournament_name_match,stage_name_match,team_name,goals_for,goals_against,goal_differential,win,lose,draw_team,match_id,win_rate,avg_goals_per_match,avg_conceded_per_match
2002,2002 FIFA Men's World Cup,round of 16,England,3,0,3.0,1,0,0,1,100.0,3.0,0.0
2002,2002 FIFA Men's World Cup,round of 16,Germany,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2002,2002 FIFA Men's World Cup,round of 16,Italy,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2002,2002 FIFA Men's World Cup,round of 16,Japan,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2002,2002 FIFA Men's World Cup,round of 16,Mexico,0,2,-2.0,0,1,0,1,0.0,0.0,2.0
2002,2002 FIFA Men's World Cup,round of 16,Paraguay,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2002,2002 FIFA Men's World Cup,round of 16,Republic of Ireland,1,1,0.0,0,1,0,1,0.0,1.0,1.0
2002,2002 FIFA Men's World Cup,round of 16,Senegal,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2002,2002 FIFA Men's World Cup,round of 16,South Korea,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2002,2002 FIFA Men's World Cup,round of 16,Spain,1,1,0.0,1,0,0,1,100.0,1.0,1.0
2002,2002 FIFA Men's World Cup,round of 16,Sweden,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2002,2002 FIFA Men's World Cup,round of 16,Turkey,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2002,2002 FIFA Men's World Cup,round of 16,United States,2,0,2.0,1,0,0,1,100.0,2.0,0.0
2002,2002 FIFA Men's World Cup,semi-finals,Brazil,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2002,2002 FIFA Men's World Cup,semi-finals,Germany,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2002,2002 FIFA Men's World Cup,semi-finals,South Korea,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2002,2002 FIFA Men's World Cup,semi-finals,Turkey,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2002,2002 FIFA Men's World Cup,third-place match,South Korea,2,3,-1.0,0,1,0,1,0.0,2.0,3.0
2002,2002 FIFA Men's World Cup,third-place match,Turkey,3,2,1.0,1,0,0,1,100.0,3.0,2.0
2003,2003 FIFA Women's World Cup,final,Germany,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2003,2003 FIFA Women's World Cup,final,Sweden,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2003,2003 FIFA Women's World Cup,group stage,Argentina,1,15,-4.666666666666667,0,3,0,3,0.0,0.3333333333333333,5.0
2003,2003 FIFA Women's World Cup,group stage,Australia,3,5,-0.6666666666666666,0,2,1,3,0.0,1.0,1.6666666666666667
2003,2003 FIFA Women's World Cup,group stage,Brazil,8,2,2.0,2,0,1,3,66.66666666666666,2.6666666666666665,0.6666666666666666
2003,2003 FIFA Women's World Cup,group stage,Canada,7,5,0.6666666666666666,2,1,0,3,66.66666666666666,2.3333333333333335,1.6666666666666667
2003,2003 FIFA Women's World Cup,group stage,China,3,1,0.6666666666666666,2,0,1,3,66.66666666666666,1.0,0.3333333333333333
2003,2003 FIFA Women's World Cup,group stage,France,2,3,-0.3333333333333333,1,1,1,3,33.33333333333333,0.6666666666666666,1.0
2003,2003 FIFA Women's World Cup,group stage,Germany,13,2,3.6666666666666665,3,0,0,3,100.0,4.333333333333333,0.6666666666666666
2003,2003 FIFA Women's World Cup,group stage,Ghana,2,5,-1.0,1,2,0,3,33.33333333333333,0.6666666666666666,1.6666666666666667
2003,2003 FIFA Women's World Cup,group stage,Japan,7,6,0.3333333333333333,1,2,0,3,33.33333333333333,2.3333333333333335,2.0
2003,2003 FIFA Women's World Cup,group stage,Nigeria,0,11,-3.6666666666666665,0,3,0,3,0.0,0.0,3.6666666666666665
2003,2003 FIFA Women's World Cup,group stage,North Korea,3,4,-0.3333333333333333,1,2,0,3,33.33333333333333,1.0,1.3333333333333333
2003,2003 FIFA Women's World Cup,group stage,Norway,10,5,1.6666666666666667,2,1,0,3,66.66666666666666,3.3333333333333335,1.6666666666666667
2003,2003 FIFA Women's World Cup,group stage,Russia,5,2,1.0,2,1,0,3,66.66666666666666,1.6666666666666667,0.6666666666666666
2003,2003 FIFA Women's World Cup,group stage,South Korea,1,11,-3.3333333333333335,0,3,0,3,0.0,0.3333333333333333,3.6666666666666665
2003,2003 FIFA Women's World Cup,group stage,Sweden,5,3,0.6666666666666666,2,1,0,3,66.66666666666666,1.6666666666666667,1.0
2003,2003 FIFA Women's World Cup,group stage,United States,11,1,3.3333333333333335,3,0,0,3,100.0,3.6666666666666665,0.3333333333333333
2003,2003 FIFA Women's World Cup,quarter-final,Brazil,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2003,2003 FIFA Women's World Cup,quarter-final,Canada,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2003,2003 FIFA Women's World Cup,quarter-final,China,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2003,2003 FIFA Women's World Cup,quarter-final,Germany,7,1,6.0,1,0,0,1,100.0,7.0,1.0
2003,2003 FIFA Women's World Cup,quarter-final,Norway,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2003,2003 FIFA Women's World Cup,quarter-final,Russia,1,7,-6.0,0,1,0,1,0.0,1.0,7.0
2003,2003 FIFA Women's World Cup,quarter-final,Sweden,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2003,2003 FIFA Women's World Cup,quarter-final,United States,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2003,2003 FIFA Women's World Cup,semi-final,Canada,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2003,2003 FIFA Women's World Cup,semi-final,Germany,3,0,3.0,1,0,0,1,100.0,3.0,0.0
2003,2003 FIFA Women's World Cup,semi-final,Sweden,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2003,2003 FIFA Women's World Cup,semi-final,United States,0,3,-3.0,0,1,0,1,0.0,0.0,3.0
2003,2003 FIFA Women's World Cup,third-place match,Canada,1,3,-2.0,0,1,0,1,0.0,1.0,3.0
2003,2003 FIFA Women's World Cup,third-place match,United States,3,1,2.0,1,0,0,1,100.0,3.0,1.0
2006,2006 FIFA Men's World Cup,final,France,1,1,0.0,0,1,0,1,0.0,1.0,1.0
2006,2006 FIFA Men's World Cup,final,Italy,1,1,0.0,1,0,0,1,100.0,1.0,1.0
2006,2006 FIFA Men's World Cup,group stage,Angola,1,2,-0.3333333333333333,0,1,2,3,0.0,0.3333333333333333,0.6666666666666666
2006,2006 FIFA Men's World Cup,group stage,Argentina,8,1,2.3333333333333335,2,0,1,3,66.66666666666666,2.6666666666666665,0.3333333333333333
2006,2006 FIFA Men's World Cup,group stage,Australia,5,5,0.0,1,1,1,3,33.33333333333333,1.6666666666666667,1.6666666666666667
2006,2006 FIFA Men's World Cup,group stage,Brazil,7,1,2.0,3,0,0,3,100.0,2.3333333333333335,0.3333333333333333
2006,2006 FIFA Men's World Cup,group stage,Costa Rica,3,9,-2.0,0,3,0,3,0.0,1.0,3.0
2006,2006 FIFA Men's World Cup,group stage,Croatia,2,3,-0.3333333333333333,0,1,2,3,0.0,0.6666666666666666,1.0
2006,2006 FIFA Men's World Cup,group stage,Czech Republic,3,4,-0.3333333333333333,1,2,0,3,33.33333333333333,1.0,1.3333333333333333
2006,2006 FIFA Men's World Cup,group stage,Ecuador,5,3,0.6666666666666666,2,1,0,3,66.66666666666666,1.6666666666666667,1.0
2006,2006 FIFA Men's World Cup,group stage,England,5,2,1.0,2,0,1,3,66.66666666666666,1.6666666666666667,0.6666666666666666
2006,2006 FIFA Men's World Cup,group stage,France,3,1,0.6666666666666666,1,0,2,3,33.33333333333333,1.0,0.3333333333333333
2006,2006 FIFA Men's World Cup,group stage,Germany,8,2,2.0,3,0,0,3,100.0,2.6666666666666665,0.6666666666666666
2006,2006 FIFA Men's World Cup,group stage,Ghana,4,3,0.3333333333333333,2,1,0,3,66.66666666666666,1.3333333333333333,1.0
2006,2006 FIFA Men's World Cup,group stage,Iran,2,6,-1.3333333333333333,0,2,1,3,0.0,0.6666666666666666,2.0
2006,2006 FIFA Men's World Cup,group stage,Italy,5,1,1.3333333333333333,2,0,1,3,66.66666666666666,1.6666666666666667,0.3333333333333333
2006,2006 FIFA Men's World Cup,group stage,Ivory Coast,5,6,-0.3333333333333333,1,2,0,3,33.33333333333333,1.6666666666666667,2.0
2006,2006 FIFA Men's World Cup,group stage,Japan,2,7,-1.6666666666666667,0,2,1,3,0.0,0.6666666666666666,2.3333333333333335
2006,2006 FIFA Men's World Cup,group stage,Mexico,4,3,0.3333333333333333,1,1,1,3,33.33333333333333,1.3333333333333333,1.0
2006,2006 FIFA Men's World Cup,group stage,Netherlands,3,1,0.6666666666666666,2,0,1,3,66.66666666666666,1.0,0.3333333333333333
2006,2006 FIFA Men's World Cup,group stage,Paraguay,2,2,0.0,1,2,0,3,33.33333333333333,0.6666666666666666,0.6666666666666666
2006,2006 FIFA Men's World Cup,group stage,Poland,2,4,-0.6666666666666666,1,2,0,3,33.33333333333333,0.6666666666666666,1.3333333333333333
2006,2006 FIFA Men's World Cup,group stage,Portugal,5,1,1.3333333333333333,3,0,0,3,100.0,1.6666666666666667,0.3333333333333333
2006,2006 FIFA Men's World Cup,group stage,Saudi Arabia,2,7,-1.6666666666666667,0,2,1,3,0.0,0.6666666666666666,2.3333333333333335
2006,2006 FIFA Men's World Cup,group stage,Serbia and Montenegro,2,10,-2.6666666666666665,0,3,0,3,0.0,0.6666666666666666,3.3333333333333335
2006,2006 FIFA Men's World Cup,group stage,South Korea,3,4,-0.3333333333333333,1,1,1,3,33.33333333333333,1.0,1.3333333333333333
2006,2006 FIFA Men's World Cup,group stage,Spain,8,1,2.3333333333333335,3,0,0,3,100.0,2.6666666666666665,0.3333333333333333
2006,2006 FIFA Men's World Cup,group stage,Sweden,3,2,0.3333333333333333,1,0,2,3,33.33333333333333,1.0,0.6666666666666666
2006,2006 FIFA Men's World Cup,group stage,Switzerland,4,0,1.3333333333333333,2,0,1,3,66.66666666666666,1.3333333333333333,0.0
2006,2006 FIFA Men's World Cup,group stage,Togo,1,6,-1.6666666666666667,0,3,0,3,0.0,0.3333333333333333,2.0
2006,2006 FIFA Men's World Cup,group stage,Trinidad and Tobago,0,4,-1.3333333333333333,0,2,1,3,0.0,0.0,1.3333333333333333
2006,2006 FIFA Men's World Cup,group stage,Tunisia,3,6,-1.0,0,2,1,3,0.0,1.0,2.0
2006,2006 FIFA Men's World Cup,group stage,Ukraine,5,4,0.3333333333333333,2,1,0,3,66.66666666666666,1.6666666666666667,1.3333333333333333
2006,2006 FIFA Men's World Cup,group stage,United States,2,6,-1.3333333333333333,0,2,1,3,0.0,0.6666666666666666,2.0
2006,2006 FIFA Men's World Cup,quarter-finals,Argentina,1,1,0.0,0,1,0,1,0.0,1.0,1.0
2006,2006 FIFA Men's World Cup,quarter-finals,Brazil,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2006,2006 FIFA Men's World Cup,quarter-finals,England,0,0,0.0,0,1,0,1,0.0,0.0,0.0
2006,2006 FIFA Men's World Cup,quarter-finals,France,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2006,2006 FIFA Men's World Cup,quarter-finals,Germany,1,1,0.0,1,0,0,1,100.0,1.0,1.0
2006,2006 FIFA Men's World Cup,quarter-finals,Italy,3,0,3.0,1,0,0,1,100.0,3.0,0.0
2006,2006 FIFA Men's World Cup,quarter-finals,Portugal,0,0,0.0,1,0,0,1,100.0,0.0,0.0
2006,2006 FIFA Men's World Cup,quarter-finals,Ukraine,0,3,-3.0,0,1,0,1,0.0,0.0,3.0
2006,2006 FIFA Men's World Cup,round of 16,Argentina,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2006,2006 FIFA Men's World Cup,round of 16,Australia,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2006,2006 FIFA Men's World Cup,round of 16,Brazil,3,0,3.0,1,0,0,1,100.0,3.0,0.0
2006,2006 FIFA Men's World Cup,round of 16,Ecuador,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2006,2006 FIFA Men's World Cup,round of 16,England,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2006,2006 FIFA Men's World Cup,round of 16,France,3,1,2.0,1,0,0,1,100.0,3.0,1.0
2006,2006 FIFA Men's World Cup,round of 16,Germany,2,0,2.0,1,0,0,1,100.0,2.0,0.0
2006,2006 FIFA Men's World Cup,round of 16,Ghana,0,3,-3.0,0,1,0,1,0.0,0.0,3.0
2006,2006 FIFA Men's World Cup,round of 16,Italy,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2006,2006 FIFA Men's World Cup,round of 16,Mexico,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2006,2006 FIFA Men's World Cup,round of 16,Netherlands,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2006,2006 FIFA Men's World Cup,round of 16,Portugal,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2006,2006 FIFA Men's World Cup,round of 16,Spain,1,3,-2.0,0,1,0,1,0.0,1.0,3.0
2006,2006 FIFA Men's World Cup,round of 16,Sweden,0,2,-2.0,0,1,0,1,0.0,0.0,2.0
2006,2006 FIFA Men's World Cup,round of 16,Switzerland,0,0,0.0,0,1,0,1,0.0,0.0,0.0
2006,2006 FIFA Men's World Cup,round of 16,Ukraine,0,0,0.0,1,0,0,1,100.0,0.0,0.0
2006,2006 FIFA Men's World Cup,semi-finals,France,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2006,2006 FIFA Men's World Cup,semi-finals,Germany,0,2,-2.0,0,1,0,1,0.0,0.0,2.0
2006,2006 FIFA Men's World Cup,semi-finals,Italy,2,0,2.0,1,0,0,1,100.0,2.0,0.0
2006,2006 FIFA Men's World Cup,semi-finals,Portugal,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2006,2006 FIFA Men's World Cup,third-place match,Germany,3,1,2.0,1,0,0,1,100.0,3.0,1.0
2006,2006 FIFA Men's World Cup,third-place match,Portugal,1,3,-2.0,0,1,0,1,0.0,1.0,3.0
2007,2007 FIFA Women's World Cup,final,Brazil,0,2,-2.0,0,1,0,1,0.0,0.0,2.0
2007,2007 FIFA Women's World Cup,final,Germany,2,0,2.0,1,0,0,1,100.0,2.0,0.0
2007,2007 FIFA Women's World Cup,group stage,Argentina,1,18,-5.666666666666667,0,3,0,3,0.0,0.3333333333333333,6.0
2007,2007 FIFA Women's World Cup,group stage,Australia,7,4,1.0,1,0,2,3,33.33333333333333,2.3333333333333335,1.3333333333333333
2007,2007 FIFA Women's World Cup,group stage,Brazil,10,0,3.3333333333333335,3,0,0,3,100.0,3.3333333333333335,0.0
2007,2007 FIFA Women's World Cup,group stage,Canada,7,4,1.0,1,1,1,3,33.33333333333333,2.3333333333333335,1.3333333333333333
2007,2007 FIFA Women's World Cup,group stage,China,5,6,-0.3333333333333333,2,1,0,3,66.66666666666666,1.6666666666666667,2.0
2007,2007 FIFA Women's World Cup,group stage,Denmark,4,4,0.0,1,2,0,3,33.33333333333333,1.3333333333333333,1.3333333333333333
2007,2007 FIFA Women's World Cup,group stage,England,8,3,1.6666666666666667,1,0,2,3,33.33333333333333,2.6666666666666665,1.0
2007,2007 FIFA Women's World Cup,group stage,Germany,13,0,4.333333333333333,2,0,1,3,66.66666666666666,4.333333333333333,0.0
2007,2007 FIFA Women's World Cup,group stage,Ghana,3,15,-4.0,0,3,0,3,0.0,1.0,5.0
2007,2007 FIFA Women's World Cup,group stage,Japan,3,4,-0.3333333333333333,1,1,1,3,33.33333333333333,1.0,1.3333333333333333
2007,2007 FIFA Women's World Cup,group stage,New Zealand,0,9,-3.0,0,3,0,3,0.0,0.0,3.0
2007,2007 FIFA Women's World Cup,group stage,Nigeria,1,4,-1.0,0,2,1,3,0.0,0.3333333333333333,1.3333333333333333
2007,2007 FIFA Women's World Cup,group stage,North Korea,5,4,0.3333333333333333,1,1,1,3,33.33333333333333,1.6666666666666667,1.3333333333333333
2007,2007 FIFA Women's World Cup,group stage,Norway,10,4,2.0,2,0,1,3,66.66666666666666,3.3333333333333335,1.3333333333333333
2007,2007 FIFA Women's World Cup,group stage,Sweden,3,4,-0.3333333333333333,1,1,1,3,33.33333333333333,1.0,1.3333333333333333
2007,2007 FIFA Women's World Cup,group stage,United States,5,2,1.0,2,0,1,3,66.66666666666666,1.6666666666666667,0.6666666666666666
2007,2007 FIFA Women's World Cup,quarter-final,Australia,2,3,-1.0,0,1,0,1,0.0,2.0,3.0
2007,2007 FIFA Women's World Cup,quarter-final,Brazil,3,2,1.0,1,0,0,1,100.0,3.0,2.0
2007,2007 FIFA Women's World Cup,quarter-final,China,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2007,2007 FIFA Women's World Cup,quarter-final,England,0,3,-3.0,0,1,0,1,0.0,0.0,3.0
2007,2007 FIFA Women's World Cup,quarter-final,Germany,3,0,3.0,1,0,0,1,100.0,3.0,0.0
2007,2007 FIFA Women's World Cup,quarter-final,North Korea,0,3,-3.0,0,1,0,1,0.0,0.0,3.0
2007,2007 FIFA Women's World Cup,quarter-final,Norway,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2007,2007 FIFA Women's World Cup,quarter-final,United States,3,0,3.0,1,0,0,1,100.0,3.0,0.0
2007,2007 FIFA Women's World Cup,semi-final,Brazil,4,0,4.0,1,0,0,1,100.0,4.0,0.0
2007,2007 FIFA Women's World Cup,semi-final,Germany,3,0,3.0,1,0,0,1,100.0,3.0,0.0
2007,2007 FIFA Women's World Cup,semi-final,Norway,0,3,-3.0,0,1,0,1,0.0,0.0,3.0
2007,2007 FIFA Women's World Cup,semi-final,United States,0,4,-4.0,0,1,0,1,0.0,0.0,4.0
2007,2007 FIFA Women's World Cup,third-place match,Norway,1,4,-3.0,0,1,0,1,0.0,1.0,4.0
2007,2007 FIFA Women's World Cup,third-place match,United States,4,1,3.0,1,0,0,1,100.0,4.0,1.0
2010,2010 FIFA Men's World Cup,final,Netherlands,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2010,2010 FIFA Men's World Cup,final,Spain,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2010,2010 FIFA Men's World Cup,group stage,Algeria,0,2,-0.6666666666666666,0,2,1,3,0.0,0.0,0.6666666666666666
2010,2010 FIFA Men's World Cup,group stage,Argentina,7,1,2.0,3,0,0,3,100.0,2.3333333333333335,0.3333333333333333
2010,2010 FIFA Men's World Cup,group stage,Australia,3,6,-1.0,1,1,1,3,33.33333333333333,1.0,2.0
2010,2010 FIFA Men's World Cup,group stage,Brazil,5,2,1.0,2,0,1,3,66.66666666666666,1.6666666666666667,0.6666666666666666
2010,2010 FIFA Men's World Cup,group stage,Cameroon,2,5,-1.0,0,3,0,3,0.0,0.6666666666666666,1.6666666666666667
2010,2010 FIFA Men's World Cup,group stage,Chile,3,2,0.3333333333333333,2,1,0,3,66.66666666666666,1.0,0.6666666666666666
2010,2010 FIFA Men's World Cup,group stage,Denmark,3,6,-1.0,1,2,0,3,33.33333333333333,1.0,2.0
2010,2010 FIFA Men's World Cup,group stage,England,2,1,0.3333333333333333,1,0,2,3,33.33333333333333,0.6666666666666666,0.3333333333333333
2010,2010 FIFA Men's World Cup,group stage,France,1,4,-1.0,0,2,1,3,0.0,0.3333333333333333,1.3333333333333333
2010,2010 FIFA Men's World Cup,group stage,Germany,5,1,1.3333333333333333,2,1,0,3,66.66666666666666,1.6666666666666667,0.3333333333333333
2010,2010 FIFA Men's World Cup,group stage,Ghana,2,2,0.0,1,1,1,3,33.33333333333333,0.6666666666666666,0.6666666666666666
2010,2010 FIFA Men's World Cup,group stage,Greece,2,5,-1.0,1,2,0,3,33.33333333333333,0.6666666666666666,1.6666666666666667
2010,2010 FIFA Men's World Cup,group stage,Honduras,0,3,-1.0,0,2,1,3,0.0,0.0,1.0
2010,2010 FIFA Men's World Cup,group stage,Italy,4,5,-0.3333333333333333,0,1,2,3,0.0,1.3333333333333333,1.6666666666666667
2010,2010 FIFA Men's World Cup,group stage,Ivory Coast,4,3,0.3333333333333333,1,1,1,3,33.33333333333333,1.3333333333333333,1.0
2010,2010 FIFA Men's World Cup,group stage,Japan,4,2,0.6666666666666666,2,1,0,3,66.66666666666666,1.3333333333333333,0.6666666666666666
2010,2010 FIFA Men's World Cup,group stage,Mexico,3,2,0.3333333333333333,1,1,1,3,33.33333333333333,1.0,0.6666666666666666
2010,2010 FIFA Men's World Cup,group stage,Netherlands,5,1,1.3333333333333333,3,0,0,3,100.0,1.6666666666666667,0.3333333333333333
2010,2010 FIFA Men's World Cup,group stage,New Zealand,2,2,0.0,0,0,3,3,0.0,0.6666666666666666,0.6666666666666666
2010,2010 FIFA Men's World Cup,group stage,Nigeria,3,5,-0.6666666666666666,0,2,1,3,0.0,1.0,1.6666666666666667
2010,2010 FIFA Men's World Cup,group stage,North Korea,1,12,-3.6666666666666665,0,3,0,3,0.0,0.3333333333333333,4.0
2010,2010 FIFA Men's World Cup,group stage,Paraguay,3,1,0.6666666666666666,1,0,2,3,33.33333333333333,1.0,0.3333333333333333
2010,2010 FIFA Men's World Cup,group stage,Portugal,7,0,2.3333333333333335,1,0,2,3,33.33333333333333,2.3333333333333335,0.0
2010,2010 FIFA Men's World Cup,group stage,Serbia,2,3,-0.3333333333333333,1,2,0,3,33.33333333333333,0.6666666666666666,1.0
2010,2010 FIFA Men's World Cup,group stage,Slovakia,4,5,-0.3333333333333333,1,1,1,3,33.33333333333333,1.3333333333333333,1.6666666666666667
2010,2010 FIFA Men's World Cup,group stage,Slovenia,3,3,0.0,1,1,1,3,33.33333333333333,1.0,1.0
2010,2010 FIFA Men's World Cup,group stage,South Africa,3,5,-0.6666666666666666,1,1,1,3,33.33333333333333,1.0,1.6666666666666667
2010,2010 FIFA Men's World Cup,group stage,South Korea,5,6,-0.3333333333333333,1,1,1,3,33.33333333333333,1.6666666666666667,2.0
2010,2010 FIFA Men's World Cup,group stage,Spain,4,2,0.6666666666666666,2,1,0,3,66.66666666666666,1.3333333333333333,0.6666666666666666
2010,2010 FIFA Men's World Cup,group stage,Switzerland,1,1,0.0,1,1,1,3,33.33333333333333,0.3333333333333333,0.3333333333333333
2010,2010 FIFA Men's World Cup,group stage,United States,4,3,0.3333333333333333,1,0,2,3,33.33333333333333,1.3333333333333333,1.0
2010,2010 FIFA Men's World Cup,group stage,Uruguay,4,0,1.3333333333333333,2,0,1,3,66.66666666666666,1.3333333333333333,0.0
2010,2010 FIFA Men's World Cup,quarter-finals,Argentina,0,4,-4.0,0,1,0,1,0.0,0.0,4.0
2010,2010 FIFA Men's World Cup,quarter-finals,Brazil,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2010,2010 FIFA Men's World Cup,quarter-finals,Germany,4,0,4.0,1,0,0,1,100.0,4.0,0.0
2010,2010 FIFA Men's World Cup,quarter-finals,Ghana,1,1,0.0,0,1,0,1,0.0,1.0,1.0
2010,2010 FIFA Men's World Cup,quarter-finals,Netherlands,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2010,2010 FIFA Men's World Cup,quarter-finals,Paraguay,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2010,2010 FIFA Men's World Cup,quarter-finals,Spain,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2010,2010 FIFA Men's World Cup,quarter-finals,Uruguay,1,1,0.0,1,0,0,1,100.0,1.0,1.0
2010,2010 FIFA Men's World Cup,round of 16,Argentina,3,1,2.0,1,0,0,1,100.0,3.0,1.0
2010,2010 FIFA Men's World Cup,round of 16,Brazil,3,0,3.0,1,0,0,1,100.0,3.0,0.0
2010,2010 FIFA Men's World Cup,round of 16,Chile,0,3,-3.0,0,1,0,1,0.0,0.0,3.0
2010,2010 FIFA Men's World Cup,round of 16,England,1,4,-3.0,0,1,0,1,0.0,1.0,4.0
2010,2010 FIFA Men's World Cup,round of 16,Germany,4,1,3.0,1,0,0,1,100.0,4.0,1.0
2010,2010 FIFA Men's World Cup,round of 16,Ghana,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2010,2010 FIFA Men's World Cup,round of 16,Japan,0,0,0.0,0,1,0,1,0.0,0.0,0.0
2010,2010 FIFA Men's World Cup,round of 16,Mexico,1,3,-2.0,0,1,0,1,0.0,1.0,3.0
2010,2010 FIFA Men's World Cup,round of 16,Netherlands,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2010,2010 FIFA Men's World Cup,round of 16,Paraguay,0,0,0.0,1,0,0,1,100.0,0.0,0.0
2010,2010 FIFA Men's World Cup,round of 16,Portugal,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2010,2010 FIFA Men's World Cup,round of 16,Slovakia,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2010,2010 FIFA Men's World Cup,round of 16,South Korea,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2010,2010 FIFA Men's World Cup,round of 16,Spain,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2010,2010 FIFA Men's World Cup,round of 16,United States,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2010,2010 FIFA Men's World Cup,round of 16,Uruguay,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2010,2010 FIFA Men's World Cup,semi-finals,Germany,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2010,2010 FIFA Men's World Cup,semi-finals,Netherlands,3,2,1.0,1,0,0,1,100.0,3.0,2.0
2010,2010 FIFA Men's World Cup,semi-finals,Spain,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2010,2010 FIFA Men's World Cup,semi-finals,Uruguay,2,3,-1.0,0,1,0,1,0.0,2.0,3.0
2010,2010 FIFA Men's World Cup,third-place match,Germany,3,2,1.0,1,0,0,1,100.0,3.0,2.0
2010,2010 FIFA Men's World Cup,third-place match,Uruguay,2,3,-1.0,0,1,0,1,0.0,2.0,3.0
2011,2011 FIFA Women's World Cup,final,Japan,2,2,0.0,1,0,0,1,100.0,2.0,2.0
2011,2011 FIFA Women's World Cup,final,United States,2,2,0.0,0,1,0,1,0.0,2.0,2.0
2011,2011 FIFA Women's World Cup,group stage,Australia,5,4,0.3333333333333333,2,1,0,3,66.66666666666666,1.6666666666666667,1.3333333333333333
2011,2011 FIFA Women's World Cup,group stage,Brazil,7,0,2.3333333333333335,3,0,0,3,100.0,2.3333333333333335,0.0
2011,2011 FIFA Women's World Cup,group stage,Canada,1,7,-2.0,0,3,0,3,0.0,0.3333333333333333,2.3333333333333335
2011,2011 FIFA Women's World Cup,group stage,Colombia,0,4,-1.3333333333333333,0,2,1,3,0.0,0.0,1.3333333333333333
2011,2011 FIFA Women's World Cup,group stage,England,5,2,1.0,2,0,1,3,66.66666666666666,1.6666666666666667,0.6666666666666666
2011,2011 FIFA Women's World Cup,group stage,Equatorial Guinea,2,7,-1.6666666666666667,0,3,0,3,0.0,0.6666666666666666,2.3333333333333335
2011,2011 FIFA Women's World Cup,group stage,France,7,4,1.0,2,1,0,3,66.66666666666666,2.3333333333333335,1.3333333333333333
2011,2011 FIFA Women's World Cup,group stage,Germany,7,3,1.3333333333333333,3,0,0,3,100.0,2.3333333333333335,1.0
2011,2011 FIFA Women's World Cup,group stage,Japan,6,3,1.0,2,1,0,3,66.66666666666666,2.0,1.0
2011,2011 FIFA Women's World Cup,group stage,Mexico,3,7,-1.3333333333333333,0,1,2,3,0.0,1.0,2.3333333333333335
2011,2011 FIFA Women's World Cup,group stage,New Zealand,4,6,-0.6666666666666666,0,2,1,3,0.0,1.3333333333333333,2.0
2011,2011 FIFA Women's World Cup,group stage,Nigeria,1,2,-0.3333333333333333,1,2,0,3,33.33333333333333,0.3333333333333333,0.6666666666666666
