year,tournament_name_match,stage_name_match,team_name,goals_for,goals_against,goal_differential,win,lose,draw_team,match_id,win_rate,avg_goals_per_match,avg_conceded_per_match
2011,2011 FIFA Women's World Cup,group stage,North Korea,0,3,-1.0,0,2,1,3,0.0,0.0,1.0
2011,2011 FIFA Women's World Cup,group stage,Norway,2,5,-1.0,1,2,0,3,33.33333333333333,0.6666666666666666,1.6666666666666667
2011,2011 FIFA Women's World Cup,group stage,Sweden,4,1,1.0,3,0,0,3,100.0,1.3333333333333333,0.3333333333333333
2011,2011 FIFA Women's World Cup,group stage,United States,6,2,1.3333333333333333,2,1,0,3,66.66666666666666,2.0,0.6666666666666666
2011,2011 FIFA Women's World Cup,quarter-final,Australia,1,3,-2.0,0,1,0,1,0.0,1.0,3.0
2011,2011 FIFA Women's World Cup,quarter-final,Brazil,2,2,0.0,0,1,0,1,0.0,2.0,2.0
2011,2011 FIFA Women's World Cup,quarter-final,England,1,1,0.0,0,1,0,1,0.0,1.0,1.0
2011,2011 FIFA Women's World Cup,quarter-final,France,1,1,0.0,1,0,0,1,100.0,1.0,1.0
2011,2011 FIFA Women's World Cup,quarter-final,Germany,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2011,2011 FIFA Women's World Cup,quarter-final,Japan,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2011,2011 FIFA Women's World Cup,quarter-final,Sweden,3,1,2.0,1,0,0,1,100.0,3.0,1.0
2011,2011 FIFA Women's World Cup,quarter-final,United States,2,2,0.0,1,0,0,1,100.0,2.0,2.0
2011,2011 FIFA Women's World Cup,semi-final,France,1,3,-2.0,0,1,0,1,0.0,1.0,3.0
2011,2011 FIFA Women's World Cup,semi-final,Japan,3,1,2.0,1,0,0,1,100.0,3.0,1.0
2011,2011 FIFA Women's World Cup,semi-final,Sweden,1,3,-2.0,0,1,0,1,0.0,1.0,3.0
2011,2011 FIFA Women's World Cup,semi-final,United States,3,1,2.0,1,0,0,1,100.0,3.0,1.0
2011,2011 FIFA Women's World Cup,third-place match,France,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2011,2011 FIFA Women's World Cup,third-place match,Sweden,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2014,2014 FIFA Men's World Cup,final,Argentina,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2014,2014 FIFA Men's World Cup,final,Germany,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2014,2014 FIFA Men's World Cup,group stage,Algeria,6,5,0.3333333333333333,1,1,1,3,33.33333333333333,2.0,1.6666666666666667
2014,2014 FIFA Men's World Cup,group stage,Argentina,6,3,1.0,3,0,0,3,100.0,2.0,1.0
2014,2014 FIFA Men's World Cup,group stage,Australia,3,9,-2.0,0,3,0,3,0.0,1.0,3.0
2014,2014 FIFA Men's World Cup,group stage,Belgium,4,1,1.0,3,0,0,3,100.0,1.3333333333333333,0.3333333333333333
2014,2014 FIFA Men's World Cup,group stage,Bosnia and Herzegovina,4,4,0.0,1,2,0,3,33.33333333333333,1.3333333333333333,1.3333333333333333
2014,2014 FIFA Men's World Cup,group stage,Brazil,7,2,1.6666666666666667,2,0,1,3,66.66666666666666,2.3333333333333335,0.6666666666666666
2014,2014 FIFA Men's World Cup,group stage,Cameroon,1,9,-2.6666666666666665,0,3,0,3,0.0,0.3333333333333333,3.0
2014,2014 FIFA Men's World Cup,group stage,Chile,5,3,0.6666666666666666,2,1,0,3,66.66666666666666,1.6666666666666667,1.0
2014,2014 FIFA Men's World Cup,group stage,Colombia,9,2,2.3333333333333335,3,0,0,3,100.0,3.0,0.6666666666666666
2014,2014 FIFA Men's World Cup,group stage,Costa Rica,4,1,1.0,2,0,1,3,66.66666666666666,1.3333333333333333,0.3333333333333333
2014,2014 FIFA Men's World Cup,group stage,Croatia,6,6,0.0,1,2,0,3,33.33333333333333,2.0,2.0
2014,2014 FIFA Men's World Cup,group stage,Ecuador,3,3,0.0,1,1,1,3,33.33333333333333,1.0,1.0
2014,2014 FIFA Men's World Cup,group stage,England,2,4,-0.6666666666666666,0,2,1,3,0.0,0.6666666666666666,1.3333333333333333
2014,2014 FIFA Men's World Cup,group stage,France,8,2,2.0,2,0,1,3,66.66666666666666,2.6666666666666665,0.6666666666666666
2014,2014 FIFA Men's World Cup,group stage,Germany,7,2,1.6666666666666667,2,0,1,3,66.66666666666666,2.3333333333333335,0.6666666666666666
2014,2014 FIFA Men's World Cup,group stage,Ghana,4,6,-0.6666666666666666,0,2,1,3,0.0,1.3333333333333333,2.0
2014,2014 FIFA Men's World Cup,group stage,Greece,2,4,-0.6666666666666666,1,1,1,3,33.33333333333333,0.6666666666666666,1.3333333333333333
2014,2014 FIFA Men's World Cup,group stage,Honduras,1,8,-2.3333333333333335,0,3,0,3,0.0,0.3333333333333333,2.6666666666666665
2014,2014 FIFA Men's World Cup,group stage,Iran,1,4,-1.0,0,2,1,3,0.0,0.3333333333333333,1.3333333333333333
2014,2014 FIFA Men's World Cup,group stage,Italy,2,3,-0.3333333333333333,1,2,0,3,33.33333333333333,0.6666666666666666,1.0
2014,2014 FIFA Men's World Cup,group stage,Ivory Coast,4,5,-0.3333333333333333,1,2,0,3,33.33333333333333,1.3333333333333333,1.6666666666666667
2014,2014 FIFA Men's World Cup,group stage,Japan,2,6,-1.3333333333333333,0,2,1,3,0.0,0.6666666666666666,2.0
2014,2014 FIFA Men's World Cup,group stage,Mexico,4,1,1.0,2,0,1,3,66.66666666666666,1.3333333333333333,0.3333333333333333
2014,2014 FIFA Men's World Cup,group stage,Netherlands,10,3,2.3333333333333335,3,0,0,3,100.0,3.3333333333333335,1.0
2014,2014 FIFA Men's World Cup,group stage,Nigeria,3,3,0.0,1,1,1,3,33.33333333333333,1.0,1.0
2014,2014 FIFA Men's World Cup,group stage,Portugal,4,7,-1.0,1,1,1,3,33.33333333333333,1.3333333333333333,2.3333333333333335
2014,2014 FIFA Men's World Cup,group stage,Russia,2,3,-0.3333333333333333,0,1,2,3,0.0,0.6666666666666666,1.0
2014,2014 FIFA Men's World Cup,group stage,South Korea,3,6,-1.0,0,2,1,3,0.0,1.0,2.0
2014,2014 FIFA Men's World Cup,group stage,Spain,4,7,-1.0,1,2,0,3,33.33333333333333,1.3333333333333333,2.3333333333333335
2014,2014 FIFA Men's World Cup,group stage,Switzerland,7,6,0.3333333333333333,2,1,0,3,66.66666666666666,2.3333333333333335,2.0
2014,2014 FIFA Men's World Cup,group stage,United States,4,4,0.0,1,1,1,3,33.33333333333333,1.3333333333333333,1.3333333333333333
2014,2014 FIFA Men's World Cup,group stage,Uruguay,4,4,0.0,2,1,0,3,66.66666666666666,1.3333333333333333,1.3333333333333333
2014,2014 FIFA Men's World Cup,quarter-finals,Argentina,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2014,2014 FIFA Men's World Cup,quarter-finals,Belgium,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2014,2014 FIFA Men's World Cup,quarter-finals,Brazil,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2014,2014 FIFA Men's World Cup,quarter-finals,Colombia,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2014,2014 FIFA Men's World Cup,quarter-finals,Costa Rica,0,0,0.0,0,1,0,1,0.0,0.0,0.0
2014,2014 FIFA Men's World Cup,quarter-finals,France,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2014,2014 FIFA Men's World Cup,quarter-finals,Germany,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2014,2014 FIFA Men's World Cup,quarter-finals,Netherlands,0,0,0.0,1,0,0,1,100.0,0.0,0.0
2014,2014 FIFA Men's World Cup,round of 16,Algeria,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2014,2014 FIFA Men's World Cup,round of 16,Argentina,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2014,2014 FIFA Men's World Cup,round of 16,Belgium,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2014,2014 FIFA Men's World Cup,round of 16,Brazil,1,1,0.0,1,0,0,1,100.0,1.0,1.0
2014,2014 FIFA Men's World Cup,round of 16,Chile,1,1,0.0,0,1,0,1,0.0,1.0,1.0
2014,2014 FIFA Men's World Cup,round of 16,Colombia,2,0,2.0,1,0,0,1,100.0,2.0,0.0
2014,2014 FIFA Men's World Cup,round of 16,Costa Rica,1,1,0.0,1,0,0,1,100.0,1.0,1.0
2014,2014 FIFA Men's World Cup,round of 16,France,2,0,2.0,1,0,0,1,100.0,2.0,0.0
2014,2014 FIFA Men's World Cup,round of 16,Germany,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2014,2014 FIFA Men's World Cup,round of 16,Greece,1,1,0.0,0,1,0,1,0.0,1.0,1.0
2014,2014 FIFA Men's World Cup,round of 16,Mexico,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2014,2014 FIFA Men's World Cup,round of 16,Netherlands,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2014,2014 FIFA Men's World Cup,round of 16,Nigeria,0,2,-2.0,0,1,0,1,0.0,0.0,2.0
2014,2014 FIFA Men's World Cup,round of 16,Switzerland,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2014,2014 FIFA Men's World Cup,round of 16,United States,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2014,2014 FIFA Men's World Cup,round of 16,Uruguay,0,2,-2.0,0,1,0,1,0.0,0.0,2.0
2014,2014 FIFA Men's World Cup,semi-finals,Argentina,0,0,0.0,1,0,0,1,100.0,0.0,0.0
2014,2014 FIFA Men's World Cup,semi-finals,Brazil,1,7,-6.0,0,1,0,1,0.0,1.0,7.0
2014,2014 FIFA Men's World Cup,semi-finals,Germany,7,1,6.0,1,0,0,1,100.0,7.0,1.0
2014,2014 FIFA Men's World Cup,semi-finals,Netherlands,0,0,0.0,0,1,0,1,0.0,0.0,0.0
2014,2014 FIFA Men's World Cup,third-place match,Brazil,0,3,-3.0,0,1,0,1,0.0,0.0,3.0
2014,2014 FIFA Men's World Cup,third-place match,Netherlands,3,0,3.0,1,0,0,1,100.0,3.0,0.0
2015,2015 FIFA Women's World Cup,final,Japan,2,5,-3.0,0,1,0,1,0.0,2.0,5.0
2015,2015 FIFA Women's World Cup,final,United States,5,2,3.0,1,0,0,1,100.0,5.0,2.0
2015,2015 FIFA Women's World Cup,group stage,Australia,4,4,0.0,1,1,1,3,33.33333333333333,1.3333333333333333,1.3333333333333333
2015,2015 FIFA Women's World Cup,group stage,Brazil,4,0,1.3333333333333333,3,0,0,3,100.0,1.3333333333333333,0.0
2015,2015 FIFA Women's World Cup,group stage,Cameroon,9,3,2.0,2,1,0,3,66.66666666666666,3.0,1.0
2015,2015 FIFA Women's World Cup,group stage,Canada,2,1,0.3333333333333333,1,0,2,3,33.33333333333333,0.6666666666666666,0.3333333333333333
2015,2015 FIFA Women's World Cup,group stage,China,3,3,0.0,1,1,1,3,33.33333333333333,1.0,1.0
2015,2015 FIFA Women's World Cup,group stage,Colombia,4,3,0.3333333333333333,1,1,1,3,33.33333333333333,1.3333333333333333,1.0
2015,2015 FIFA Women's World Cup,group stage,Costa Rica,3,4,-0.3333333333333333,0,1,2,3,0.0,1.0,1.3333333333333333
2015,2015 FIFA Women's World Cup,group stage,Ecuador,1,17,-5.333333333333333,0,3,0,3,0.0,0.3333333333333333,5.666666666666667
2015,2015 FIFA Women's World Cup,group stage,England,4,3,0.3333333333333333,2,1,0,3,66.66666666666666,1.3333333333333333,1.0
2015,2015 FIFA Women's World Cup,group stage,France,6,2,1.3333333333333333,2,1,0,3,66.66666666666666,2.0,0.6666666666666666
2015,2015 FIFA Women's World Cup,group stage,Germany,15,1,4.666666666666667,2,0,1,3,66.66666666666666,5.0,0.3333333333333333
2015,2015 FIFA Women's World Cup,group stage,Ivory Coast,3,16,-4.333333333333333,0,3,0,3,0.0,1.0,5.333333333333333
2015,2015 FIFA Women's World Cup,group stage,Japan,4,1,1.0,3,0,0,3,100.0,1.3333333333333333,0.3333333333333333
2015,2015 FIFA Women's World Cup,group stage,Mexico,2,8,-2.0,0,2,1,3,0.0,0.6666666666666666,2.6666666666666665
2015,2015 FIFA Women's World Cup,group stage,Netherlands,2,2,0.0,1,1,1,3,33.33333333333333,0.6666666666666666,0.6666666666666666
2015,2015 FIFA Women's World Cup,group stage,New Zealand,2,3,-0.3333333333333333,0,1,2,3,0.0,0.6666666666666666,1.0
2015,2015 FIFA Women's World Cup,group stage,Nigeria,3,6,-1.0,0,2,1,3,0.0,1.0,2.0
2015,2015 FIFA Women's World Cup,group stage,Norway,8,2,2.0,2,0,1,3,66.66666666666666,2.6666666666666665,0.6666666666666666
2015,2015 FIFA Women's World Cup,group stage,South Korea,4,5,-0.3333333333333333,1,1,1,3,33.33333333333333,1.3333333333333333,1.6666666666666667
2015,2015 FIFA Women's World Cup,group stage,Spain,2,4,-0.6666666666666666,0,2,1,3,0.0,0.6666666666666666,1.3333333333333333
2015,2015 FIFA Women's World Cup,group stage,Sweden,4,4,0.0,0,0,3,3,0.0,1.3333333333333333,1.3333333333333333
2015,2015 FIFA Women's World Cup,group stage,Switzerland,11,4,2.3333333333333335,1,2,0,3,33.33333333333333,3.6666666666666665,1.3333333333333333
2015,2015 FIFA Women's World Cup,group stage,Thailand,3,10,-2.3333333333333335,1,2,0,3,33.33333333333333,1.0,3.3333333333333335
2015,2015 FIFA Women's World Cup,group stage,United States,4,1,1.0,2,0,1,3,66.66666666666666,1.3333333333333333,0.3333333333333333
2015,2015 FIFA Women's World Cup,quarter-final,Australia,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2015,2015 FIFA Women's World Cup,quarter-final,Canada,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2015,2015 FIFA Women's World Cup,quarter-final,China,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2015,2015 FIFA Women's World Cup,quarter-final,England,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2015,2015 FIFA Women's World Cup,quarter-final,France,1,1,0.0,0,1,0,1,0.0,1.0,1.0
2015,2015 FIFA Women's World Cup,quarter-final,Germany,1,1,0.0,1,0,0,1,100.0,1.0,1.0
2015,2015 FIFA Women's World Cup,quarter-final,Japan,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2015,2015 FIFA Women's World Cup,quarter-final,United States,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2015,2015 FIFA Women's World Cup,round of 16,Australia,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2015,2015 FIFA Women's World Cup,round of 16,Brazil,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2015,2015 FIFA Women's World Cup,round of 16,Cameroon,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2015,2015 FIFA Women's World Cup,round of 16,Canada,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2015,2015 FIFA Women's World Cup,round of 16,China,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2015,2015 FIFA Women's World Cup,round of 16,Colombia,0,2,-2.0,0,1,0,1,0.0,0.0,2.0
2015,2015 FIFA Women's World Cup,round of 16,England,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2015,2015 FIFA Women's World Cup,round of 16,France,3,0,3.0,1,0,0,1,100.0,3.0,0.0
2015,2015 FIFA Women's World Cup,round of 16,Germany,4,1,3.0,1,0,0,1,100.0,4.0,1.0
2015,2015 FIFA Women's World Cup,round of 16,Japan,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2015,2015 FIFA Women's World Cup,round of 16,Netherlands,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2015,2015 FIFA Women's World Cup,round of 16,Norway,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2015,2015 FIFA Women's World Cup,round of 16,South Korea,0,3,-3.0,0,1,0,1,0.0,0.0,3.0
2015,2015 FIFA Women's World Cup,round of 16,Sweden,1,4,-3.0,0,1,0,1,0.0,1.0,4.0
2015,2015 FIFA Women's World Cup,round of 16,Switzerland,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2015,2015 FIFA Women's World Cup,round of 16,United States,2,0,2.0,1,0,0,1,100.0,2.0,0.0
2015,2015 FIFA Women's World Cup,semi-final,England,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2015,2015 FIFA Women's World Cup,semi-final,Germany,0,2,-2.0,0,1,0,1,0.0,0.0,2.0
2015,2015 FIFA Women's World Cup,semi-final,Japan,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2015,2015 FIFA Women's World Cup,semi-final,United States,2,0,2.0,1,0,0,1,100.0,2.0,0.0
2015,2015 FIFA Women's World Cup,third-place match,England,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2015,2015 FIFA Women's World Cup,third-place match,Germany,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2018,2018 FIFA Men's World Cup,final,Croatia,2,4,-2.0,0,1,0,1,0.0,2.0,4.0
2018,2018 FIFA Men's World Cup,final,France,4,2,2.0,1,0,0,1,100.0,4.0,2.0
2018,2018 FIFA Men's World Cup,group stage,Argentina,3,5,-0.6666666666666666,1,1,1,3,33.33333333333333,1.0,1.6666666666666667
2018,2018 FIFA Men's World Cup,group stage,Australia,2,5,-1.0,0,2,1,3,0.0,0.6666666666666666,1.6666666666666667
2018,2018 FIFA Men's World Cup,group stage,Belgium,9,2,2.3333333333333335,3,0,0,3,100.0,3.0,0.6666666666666666
2018,2018 FIFA Men's World Cup,group stage,Brazil,5,1,1.3333333333333333,2,0,1,3,66.66666666666666,1.6666666666666667,0.3333333333333333
2018,2018 FIFA Men's World Cup,group stage,Colombia,5,2,1.0,2,1,0,3,66.66666666666666,1.6666666666666667,0.6666666666666666
2018,2018 FIFA Men's World Cup,group stage,Costa Rica,2,5,-1.0,0,2,1,3,0.0,0.6666666666666666,1.6666666666666667
2018,2018 FIFA Men's World Cup,group stage,Croatia,7,1,2.0,3,0,0,3,100.0,2.3333333333333335,0.3333333333333333
2018,2018 FIFA Men's World Cup,group stage,Denmark,2,1,0.3333333333333333,1,0,2,3,33.33333333333333,0.6666666666666666,0.3333333333333333
2018,2018 FIFA Men's World Cup,group stage,Egypt,2,6,-1.3333333333333333,0,3,0,3,0.0,0.6666666666666666,2.0
2018,2018 FIFA Men's World Cup,group stage,England,8,3,1.6666666666666667,2,1,0,3,66.66666666666666,2.6666666666666665,1.0
2018,2018 FIFA Men's World Cup,group stage,France,3,1,0.6666666666666666,2,0,1,3,66.66666666666666,1.0,0.3333333333333333
2018,2018 FIFA Men's World Cup,group stage,Germany,2,4,-0.6666666666666666,1,2,0,3,33.33333333333333,0.6666666666666666,1.3333333333333333
2018,2018 FIFA Men's World Cup,group stage,Iceland,2,5,-1.0,0,2,1,3,0.0,0.6666666666666666,1.6666666666666667
2018,2018 FIFA Men's World Cup,group stage,Iran,2,2,0.0,1,1,1,3,33.33333333333333,0.6666666666666666,0.6666666666666666
2018,2018 FIFA Men's World Cup,group stage,Japan,4,4,0.0,1,1,1,3,33.33333333333333,1.3333333333333333,1.3333333333333333
2018,2018 FIFA Men's World Cup,group stage,Mexico,3,4,-0.3333333333333333,2,1,0,3,66.66666666666666,1.0,1.3333333333333333
2018,2018 FIFA Men's World Cup,group stage,Morocco,2,4,-0.6666666666666666,0,2,1,3,0.0,0.6666666666666666,1.3333333333333333
2018,2018 FIFA Men's World Cup,group stage,Nigeria,3,4,-0.3333333333333333,1,2,0,3,33.33333333333333,1.0,1.3333333333333333
2018,2018 FIFA Men's World Cup,group stage,Panama,2,11,-3.0,0,3,0,3,0.0,0.6666666666666666,3.6666666666666665
2018,2018 FIFA Men's World Cup,group stage,Peru,2,2,0.0,1,2,0,3,33.33333333333333,0.6666666666666666,0.6666666666666666
2018,2018 FIFA Men's World Cup,group stage,Poland,2,5,-1.0,1,2,0,3,33.33333333333333,0.6666666666666666,1.6666666666666667
2018,2018 FIFA Men's World Cup,group stage,Portugal,5,4,0.3333333333333333,1,0,2,3,33.33333333333333,1.6666666666666667,1.3333333333333333
2018,2018 FIFA Men's World Cup,group stage,Russia,8,4,1.3333333333333333,2,1,0,3,66.66666666666666,2.6666666666666665,1.3333333333333333
2018,2018 FIFA Men's World Cup,group stage,Saudi Arabia,2,7,-1.6666666666666667,1,2,0,3,33.33333333333333,0.6666666666666666,2.3333333333333335
2018,2018 FIFA Men's World Cup,group stage,Senegal,4,4,0.0,1,1,1,3,33.33333333333333,1.3333333333333333,1.3333333333333333
2018,2018 FIFA Men's World Cup,group stage,Serbia,2,4,-0.6666666666666666,1,2,0,3,33.33333333333333,0.6666666666666666,1.3333333333333333
2018,2018 FIFA Men's World Cup,group stage,South Korea,3,3,0.0,1,2,0,3,33.33333333333333,1.0,1.0
2018,2018 FIFA Men's World Cup,group stage,Spain,6,5,0.3333333333333333,1,0,2,3,33.33333333333333,2.0,1.6666666666666667
2018,2018 FIFA Men's World Cup,group stage,Sweden,5,2,1.0,2,1,0,3,66.66666666666666,1.6666666666666667,0.6666666666666666
2018,2018 FIFA Men's World Cup,group stage,Switzerland,5,4,0.3333333333333333,1,0,2,3,33.33333333333333,1.6666666666666667,1.3333333333333333
2018,2018 FIFA Men's World Cup,group stage,Tunisia,5,8,-1.0,1,2,0,3,33.33333333333333,1.6666666666666667,2.6666666666666665
2018,2018 FIFA Men's World Cup,group stage,Uruguay,5,0,1.6666666666666667,3,0,0,3,100.0,1.6666666666666667,0.0
2018,2018 FIFA Men's World Cup,quarter-finals,Belgium,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2018,2018 FIFA Men's World Cup,quarter-finals,Brazil,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2018,2018 FIFA Men's World Cup,quarter-finals,Croatia,2,2,0.0,1,0,0,1,100.0,2.0,2.0
2018,2018 FIFA Men's World Cup,quarter-finals,England,2,0,2.0,1,0,0,1,100.0,2.0,0.0
2018,2018 FIFA Men's World Cup,quarter-finals,France,2,0,2.0,1,0,0,1,100.0,2.0,0.0
2018,2018 FIFA Men's World Cup,quarter-finals,Russia,2,2,0.0,0,1,0,1,0.0,2.0,2.0
2018,2018 FIFA Men's World Cup,quarter-finals,Sweden,0,2,-2.0,0,1,0,1,0.0,0.0,2.0
2018,2018 FIFA Men's World Cup,quarter-finals,Uruguay,0,2,-2.0,0,1,0,1,0.0,0.0,2.0
2018,2018 FIFA Men's World Cup,round of 16,Argentina,3,4,-1.0,0,1,0,1,0.0,3.0,4.0
2018,2018 FIFA Men's World Cup,round of 16,Belgium,3,2,1.0,1,0,0,1,100.0,3.0,2.0
2018,2018 FIFA Men's World Cup,round of 16,Brazil,2,0,2.0,1,0,0,1,100.0,2.0,0.0
2018,2018 FIFA Men's World Cup,round of 16,Colombia,1,1,0.0,0,1,0,1,0.0,1.0,1.0
2018,2018 FIFA Men's World Cup,round of 16,Croatia,1,1,0.0,1,0,0,1,100.0,1.0,1.0
2018,2018 FIFA Men's World Cup,round of 16,Denmark,1,1,0.0,0,1,0,1,0.0,1.0,1.0
2018,2018 FIFA Men's World Cup,round of 16,England,1,1,0.0,1,0,0,1,100.0,1.0,1.0
2018,2018 FIFA Men's World Cup,round of 16,France,4,3,1.0,1,0,0,1,100.0,4.0,3.0
2018,2018 FIFA Men's World Cup,round of 16,Japan,2,3,-1.0,0,1,0,1,0.0,2.0,3.0
2018,2018 FIFA Men's World Cup,round of 16,Mexico,0,2,-2.0,0,1,0,1,0.0,0.0,2.0
2018,2018 FIFA Men's World Cup,round of 16,Portugal,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2018,2018 FIFA Men's World Cup,round of 16,Russia,1,1,0.0,1,0,0,1,100.0,1.0,1.0
2018,2018 FIFA Men's World Cup,round of 16,Spain,1,1,0.0,0,1,0,1,0.0,1.0,1.0
2018,2018 FIFA Men's World Cup,round of 16,Sweden,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2018,2018 FIFA Men's World Cup,round of 16,Switzerland,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2018,2018 FIFA Men's World Cup,round of 16,Uruguay,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2018,2018 FIFA Men's World Cup,semi-finals,Belgium,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2018,2018 FIFA Men's World Cup,semi-finals,Croatia,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2018,2018 FIFA Men's World Cup,semi-finals,England,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2018,2018 FIFA Men's World Cup,semi-finals,France,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2018,2018 FIFA Men's World Cup,third-place match,Belgium,2,0,2.0,1,0,0,1,100.0,2.0,0.0
2018,2018 FIFA Men's World Cup,third-place match,England,0,2,-2.0,0,1,0,1,0.0,0.0,2.0
2019,2019 FIFA Women's World Cup,final,Netherlands,0,2,-2.0,0,1,0,1,0.0,0.0,2.0
2019,2019 FIFA Women's World Cup,final,United States,2,0,2.0,1,0,0,1,100.0,2.0,0.0
2019,2019 FIFA Women's World Cup,group stage,Argentina,3,4,-0.3333333333333333,0,1,2,3,0.0,1.0,1.3333333333333333
2019,2019 FIFA Women's World Cup,group stage,Australia,8,5,1.0,2,1,0,3,66.66666666666666,2.6666666666666665,1.6666666666666667
2019,2019 FIFA Women's World Cup,group stage,Brazil,6,3,1.0,2,1,0,3,66.66666666666666,2.0,1.0
2019,2019 FIFA Women's World Cup,group stage,Cameroon,3,5,-0.6666666666666666,1,2,0,3,33.33333333333333,1.0,1.6666666666666667
2019,2019 FIFA Women's World Cup,group stage,Canada,4,2,0.6666666666666666,2,1,0,3,66.66666666666666,1.3333333333333333,0.6666666666666666
2019,2019 FIFA Women's World Cup,group stage,Chile,2,5,-1.0,1,2,0,3,33.33333333333333,0.6666666666666666,1.6666666666666667
2019,2019 FIFA Women's World Cup,group stage,China,1,1,0.0,1,1,1,3,33.33333333333333,0.3333333333333333,0.3333333333333333
2019,2019 FIFA Women's World Cup,group stage,England,5,1,1.3333333333333333,3,0,0,3,100.0,1.6666666666666667,0.3333333333333333
2019,2019 FIFA Women's World Cup,group stage,France,7,1,2.0,3,0,0,3,100.0,2.3333333333333335,0.3333333333333333
2019,2019 FIFA Women's World Cup,group stage,Germany,6,0,2.0,3,0,0,3,100.0,2.0,0.0
2019,2019 FIFA Women's World Cup,group stage,Italy,7,2,1.6666666666666667,2,1,0,3,66.66666666666666,2.3333333333333335,0.6666666666666666
2019,2019 FIFA Women's World Cup,group stage,Jamaica,1,12,-3.6666666666666665,0,3,0,3,0.0,0.3333333333333333,4.0
2019,2019 FIFA Women's World Cup,group stage,Japan,2,3,-0.3333333333333333,1,1,1,3,33.33333333333333,0.6666666666666666,1.0
2019,2019 FIFA Women's World Cup,group stage,Netherlands,6,2,1.3333333333333333,3,0,0,3,100.0,2.0,0.6666666666666666
2019,2019 FIFA Women's World Cup,group stage,New Zealand,1,5,-1.3333333333333333,0,3,0,3,0.0,0.3333333333333333,1.6666666666666667
2019,2019 FIFA Women's World Cup,group stage,Nigeria,2,4,-0.6666666666666666,1,2,0,3,33.33333333333333,0.6666666666666666,1.3333333333333333
2019,2019 FIFA Women's World Cup,group stage,Norway,6,3,1.0,2,1,0,3,66.66666666666666,2.0,1.0
2019,2019 FIFA Women's World Cup,group stage,Scotland,5,7,-0.6666666666666666,0,2,1,3,0.0,1.6666666666666667,2.3333333333333335
2019,2019 FIFA Women's World Cup,group stage,South Africa,1,8,-2.3333333333333335,0,3,0,3,0.0,0.3333333333333333,2.6666666666666665
2019,2019 FIFA Women's World Cup,group stage,South Korea,1,8,-2.3333333333333335,0,3,0,3,0.0,0.3333333333333333,2.6666666666666665
2019,2019 FIFA Women's World Cup,group stage,Spain,3,2,0.3333333333333333,1,1,1,3,33.33333333333333,1.0,0.6666666666666666
